scenario,b_C,b_R,points,maximum_processing_utilization_in_union,time_mean,minimum_cost,risk_at_minimum_cost,minimum_risk,cost_at_minimum_risk,minimum_cost_solution,minimum_risk_solution,vehicle_period_routes_at_minimum_risk,service_visits_at_minimum_risk,visits_by_period_at_minimum_risk,example_route_vehicle,example_route_period,example_route,example_route_mixed,example_return_loads,transport_risk_at_minimum_risk,coload_risk_at_minimum_risk,producer_inventory_risk_at_minimum_risk,facility_inventory_risk_at_minimum_risk
baseline,18284.204703000003,1228.995417854228,73,0.5000000000000001,1161.0016468666338,10321.603833000001,747.7354083526287,416.9486082643451,23250.837353000003,71fe5d4f8bf1b5acc6884a260e53730a3b478c4a6157e6828f9aa6c6ab4b13ef,057531e447be6f25776b178083ca6d15c95abefa8e8b4e59e2f7a69c70b53a69,23,115,"{""1"": 4, ""2"": 14, ""3"": 17, ""4"": 80}",K2,1,"[""D2"", ""n::G19::S1"", ""n::G20::S4"", ""n::G13::S2"", ""D2""]",True,"{""S1"": 1.758, ""S2"": 1.708, ""S4"": 1.324}",163.10147548893724,29.568157775407794,224.2789750000001,0.0
capacity-70,18284.204703000003,1228.995417854228,69,0.7142857142857145,1170.1873859999857,10516.059833000001,670.6263778018726,415.11084251094803,25048.287072,131b5c35f482b3f75bf2e3b52f18d6303482a85c173f0ebc0ff17da653465364,179725eda257801a7875edb1c4da9425bb1b95d7527f27663504371eeeb4a588,26,112,"{""1"": 5, ""2"": 16, ""3"": 11, ""4"": 80}",K2,2,"[""D2"", ""n::G5::S1"", ""n::G3::S4"", ""n::G11::S1"", ""n::G2::S1"", ""D2""]",True,"{""S1"": 8.126, ""S4"": 2.606}",162.76123776386598,31.405675747081926,220.9439290000001,0.0
capacity-80,18284.204703000003,1228.995417854228,73,0.6250000000000001,1163.4775152666261,10560.267833,784.7401265201935,415.11084251094803,25048.287072,e9bc93dc8c3cdb1e164a738af2cdfc013950bbc6051af927e6724c60216fed9a,179725eda257801a7875edb1c4da9425bb1b95d7527f27663504371eeeb4a588,26,112,"{""1"": 5, ""2"": 16, ""3"": 11, ""4"": 80}",K2,2,"[""D2"", ""n::G5::S1"", ""n::G3::S4"", ""n::G11::S1"", ""n::G2::S1"", ""D2""]",True,"{""S1"": 8.126, ""S4"": 2.606}",162.76123776386598,31.405675747081926,220.9439290000001,0.0
capacity-120,18284.204703000003,1228.995417854228,57,0.41666666666666674,1051.231152500026,10516.059833000001,670.6263778018726,425.15970956974616,22264.030477,131b5c35f482b3f75bf2e3b52f18d6303482a85c173f0ebc0ff17da653465364,b1fd894a8c50641aefa172ce143216bef437fb41e6ccc674d019d4cee9121ec9,23,110,"{""1"": 3, ""2"": 11, ""3"": 16, ""4"": 80}",K4,2,"[""D2"", ""n::G15::S1"", ""n::G18::S4"", ""n::G8::S2"", ""n::G1::S2"", ""n::G3::S4"", ""D2""]",True,"{""S1"": 2.327, ""S2"": 5.5969999999999995, ""S4"": 5.867}",150.11184877952172,30.39603679022442,244.65182400000003,0.0
capacity-130,18284.204703000003,1228.995417854228,53,0.3846153846153847,1165.426293633335,10516.059833000001,670.6263778018726,426.91925462933125,22891.364107000005,131b5c35f482b3f75bf2e3b52f18d6303482a85c173f0ebc0ff17da653465364,3c0b6325dc25f787f94fe43f8e070dd492f20b8a5282cdffbc2d902eb88ea2ee,23,112,"{""1"": 5, ""2"": 13, ""3"": 14, ""4"": 80}",K2,1,"[""D2"", ""n::G19::S1"", ""n::G11::S4"", ""n::G13::S2"", ""D2""]",True,"{""S1"": 1.758, ""S2"": 1.708, ""S4"": 0.676}",159.4082809577795,29.726321671551716,237.78465200000005,0.0
coload-70,18284.204703000003,1156.3616847237363,68,0.5000000000000001,1181.766285733281,10321.603833000001,708.848863946188,408.0781609317228,23250.837353000003,71fe5d4f8bf1b5acc6884a260e53730a3b478c4a6157e6828f9aa6c6ab4b13ef,057531e447be6f25776b178083ca6d15c95abefa8e8b4e59e2f7a69c70b53a69,23,115,"{""1"": 4, ""2"": 14, ""3"": 17, ""4"": 80}",K2,1,"[""D2"", ""n::G19::S1"", ""n::G20::S4"", ""n::G13::S2"", ""D2""]",True,"{""S1"": 1.758, ""S2"": 1.708, ""S4"": 1.324}",163.10147548893724,20.69771044278546,224.2789750000001,0.0
coload-80,18284.204703000003,1180.5729291005669,86,0.5000000000000001,1174.5459815999882,10321.603833000001,721.8110454150014,411.03497670926356,23250.837353000003,71fe5d4f8bf1b5acc6884a260e53730a3b478c4a6157e6828f9aa6c6ab4b13ef,057531e447be6f25776b178083ca6d15c95abefa8e8b4e59e2f7a69c70b53a69,23,115,"{""1"": 4, ""2"": 14, ""3"": 17, ""4"": 80}",K2,1,"[""D2"", ""n::G19::S1"", ""n::G20::S4"", ""n::G13::S2"", ""D2""]",True,"{""S1"": 1.758, ""S2"": 1.708, ""S4"": 1.324}",163.10147548893724,23.654526220326222,224.2789750000001,0.0
coload-120,18284.204703000003,1277.417906607889,68,0.5000000000000001,1078.2121685666498,10321.603833000001,773.6597712902559,422.48443671627206,23338.959353000002,71fe5d4f8bf1b5acc6884a260e53730a3b478c4a6157e6828f9aa6c6ab4b13ef,c6d76ea9aa6dc7178bdf5b354f257f1660f57a90060d5f30d435b0594031c02d,23,115,"{""1"": 4, ""2"": 14, ""3"": 17, ""4"": 80}",K2,1,"[""D2"", ""n::G19::S1"", ""n::G20::S4"", ""n::G13::S2"", ""D2""]",True,"{""S1"": 1.758, ""S2"": 1.708, ""S4"": 1.324}",163.42067380230452,34.94211791396743,224.1216450000001,0.0
coload-130,18284.204703000003,1301.6291509847197,70,0.5000000000000001,901.9930094666391,10321.603833000001,786.6219527590696,426.30885238185806,22938.097818000006,71fe5d4f8bf1b5acc6884a260e53730a3b478c4a6157e6828f9aa6c6ab4b13ef,4d218222cc5cb12ef9adbd2d8fe103f82541ab14c2aa09706699e258b6104430,22,109,"{""1"": 3, ""2"": 14, ""3"": 12, ""4"": 80}",K2,1,"[""D2"", ""n::G20::S4"", ""n::G13::S2"", ""D2""]",True,"{""S2"": 1.708, ""S4"": 1.324}",159.43170052344666,33.20327585841134,233.67387600000004,0.0
