scale,instance,preference,method,cost,risk,normalized_cost,normalized_risk,weighted_objective_raw,weighted_objective_normalized,weighted_objective,cost_ref,risk_ref,fixed_cost,distance_cost,processing_cost,transport_risk,coload_risk,producer_inventory_risk,facility_inventory_risk,feasible,violation_count,runtime_seconds,ppo_train_time,solver_status,gap_to_milp_percent,gap_to_ppo_percent
small,0,1.00_0.00,Heuristic,1523.3888989999998,7.043549648846332,1.0,1.0,1523.3888989999998,1.0,1.0,1523.3888989999998,7.043549648846332,100.0,1211.1719999999998,212.21689899999996,2.446567637146923,0.505927011699408,4.091055000000001,0.0,True,0,3.500026650726795e-06,,,20.1324895633883,15.760555511187773
small,0,1.00_0.00,GA,2024.589718,9.625265152726133,1.3290038540578863,1.3665361405243537,2024.589718,1.3290038540578863,1.3290038540578863,1523.3888989999998,7.043549648846332,100.0,1877.268,47.321718,1.9358161527261328,0.0,7.689449000000001,0.0,False,3,2.8939519999548793,,,59.65654162731185,53.846224422250444
small,0,1.00_0.00,PPO,1315.9827129999999,6.005945456190973,0.8638521088501119,0.8526873175622026,1315.9827129999999,0.8638521088501119,0.8638521088501119,1523.3888989999998,7.043549648846332,100.0,1033.0259999999998,182.95671299999998,1.9148904561909719,0.0,4.091055000000001,0.0,True,0,0.29241360002197325,1.1637012000428513,,3.7767044507470384,0.0
small,0,1.00_0.00,MILP,1268.0906759999998,5.414060536934657,0.8324142816272418,0.76865512516426,1268.0906759999998,0.8324142816272418,0.8324142816272418,1523.3888989999998,7.043549648846332,150.0,927.0179999999999,191.07267599999986,1.1235659382366163,0.19943959869803998,4.091055000000001,0.0,True,0,17.025493699940853,,optimal,0.0,-3.6392603433841764
small,0,0.75_0.25,Heuristic,1523.3888989999998,7.043549648846332,1.0,1.0,1144.3025616622115,1.0,1.0,1523.3888989999998,7.043549648846332,100.0,1211.1719999999998,212.21689899999996,2.446567637146923,0.505927011699408,4.091055000000001,0.0,True,0,3.700028173625469e-06,,,22.564842733788147,17.656263874627363
small,0,0.75_0.25,GA,2024.589718,9.625265152726133,1.3290038540578863,1.3665361405243537,1520.8486047881815,1.3383869256745031,1.3383869256745031,1523.3888989999998,7.043549648846332,100.0,1877.268,47.321718,1.9358161527261328,0.0,7.689449000000001,0.0,False,3,2.9254023999674246,,,64.03918306225368,57.469605293510625
small,0,0.75_0.25,PPO,1331.669713,5.474848022203406,0.874149545053236,0.7772853596765852,1000.1209967555508,0.8499334987090734,0.8499334987090734,1523.3888989999998,7.043549648846332,100.0,1048.713,182.95671299999998,1.383793022203405,0.0,4.091055000000001,0.0,True,0,0.2991977999918163,1.1637012000428513,,4.1719656034559165,0.0
small,0,0.75_0.25,MILP,1268.090677,5.39772404806674,0.8324142822836732,0.7663357706225351,952.4174387620166,0.8158946543683887,0.8158946543683887,1523.3888989999998,7.043549648846332,150.0,927.0179999999999,191.07267699999997,1.1072294493687005,0.19943959869803995,4.091055,0.0,True,0,30.73298309999518,,optimal,0.0,-4.004883251734967
small,0,0.50_0.50,Heuristic,1523.3888989999998,7.043549648846332,1.0,1.0,765.216224324423,1.0,1.0,1523.3888989999998,7.043549648846332,100.0,1211.1719999999998,212.21689899999996,2.446567637146923,0.505927011699408,4.091055000000001,0.0,True,0,2.600019797682762e-06,,,25.097728463833313,21.78812000687323
small,0,0.50_0.50,GA,2024.589718,9.625265152726133,1.3290038540578863,1.3665361405243537,1017.107491576363,1.34776999729112,1.34776999729112,1523.3888989999998,7.043549648846332,100.0,1877.268,47.321718,1.9358161527261328,0.0,7.689449000000001,0.0,False,3,3.5758564999559894,,,68.60296515282587,64.14237417175411
small,0,0.50_0.50,PPO,1388.9087129999998,5.145124879056174,0.911723010395916,0.7304732891176393,697.026918939528,0.8210981497567776,0.8210981497567776,1523.3888989999998,7.043549648846332,150.0,1055.9519999999998,182.95671299999998,1.0540698790561729,0.0,4.091055000000001,0.0,True,0,0.47582510008942336,1.1637012000428513,,2.7175133804293083,0.0
small,0,0.50_0.50,MILP,1268.090677,5.397724048066741,0.8324142822836732,0.7663357706225352,636.7442005240333,0.7993750264531042,0.7993750264531042,1523.3888989999998,7.043549648846332,150.0,927.0179999999999,191.07267699999994,1.107229449368701,0.19943959869804004,4.091055,0.0,True,0,30.958831200026907,,optimal,0.0,-2.645618347831884
small,0,0.25_0.75,Heuristic,1523.3888989999998,7.043549648846332,1.0,1.0,386.1298869866347,1.0,1.0,1523.3888989999998,7.043549648846332,100.0,1211.1719999999998,212.21689899999996,2.446567637146923,0.505927011699408,4.091055000000001,0.0,True,0,3.100023604929447e-06,,,27.73751089508393,28.901573584706746
small,0,0.25_0.75,GA,2024.589718,9.625265152726133,1.3290038540578863,1.3665361405243537,513.3663783645446,1.3571530689077367,1.3571530689077367,1523.3888989999998,7.043549648846332,100.0,1877.268,47.321718,1.9358161527261328,0.0,7.689449000000001,0.0,False,3,2.8890037999954075,,,73.3593549258986,74.93916617752122
small,0,0.25_0.75,PPO,1388.908713,5.145124879056174,0.9117230103959161,0.7304732891176393,351.0860219092921,0.7757857194372085,0.7757857194372085,1523.3888989999998,7.043549648846332,150.0,1055.952,182.95671299999998,1.0540698790561729,0.0,4.091055000000001,0.0,True,0,0.28399559995159507,1.1637012000428513,,-0.9030632111390537,0.0
small,0,0.25_0.75,MILP,1268.0906770000001,5.39772404806674,0.8324142822836733,0.7663357706225351,321.0709622860501,0.7828553985378196,0.7828553985378196,1523.3888989999998,7.043549648846332,150.0,927.0179999999999,191.07267700000003,1.107229449368701,0.19943959869804004,4.091054999999999,0.0,True,0,20.86035680002533,,optimal,0.0,0.9112927608076813
small,0,0.00_1.00,Heuristic,1523.3888989999998,7.043549648846332,1.0,1.0,7.043549648846332,1.0,1.0,1523.3888989999998,7.043549648846332,100.0,1211.1719999999998,212.21689899999996,2.446567637146923,0.505927011699408,4.091055000000001,0.0,True,0,3.400025889277458e-06,,,,37.041118390313954
small,0,0.00_1.00,GA,2375.431718,9.12481289528616,1.559307488428797,1.2954849969405298,9.12481289528616,1.2954849969405298,1.2954849969405298,1523.3888989999998,7.043549648846332,200.0,2128.1099999999997,47.321718,1.435363895286159,0.0,7.689449000000001,0.0,False,3,2.8683825000189245,,,,77.53471283860264
small,0,0.00_1.00,PPO,1441.048713,5.139734505657806,0.9459493330599622,0.7297079969471993,5.139734505657806,0.7297079969471993,0.7297079969471993,1523.3888989999998,7.043549648846332,150.0,1108.0919999999999,182.95671299999998,1.0486795056578049,0.0,4.091055000000001,0.0,True,0,0.2863214999670163,1.1637012000428513,,,0.0
small,0,0.00_1.00,MILP,2692.367618000032,1.23028378705775,1.7673541009570088,0.17466815006539482,1.23028378705775,0.17466815006539482,0.17466815006539482,1523.3888989999998,7.043549648846332,300.0,2205.5339999999997,186.83361800003237,1.17184731435643,0.05843647270132001,0.0,0.0,True,0,60.0342907999875,,solver_status_1,,-76.0632813678711
large,0,1.00_0.00,Heuristic,30353.908341999995,1770.233890722467,1.0,1.0,30353.908341999995,1.0,1.0,30353.908341999995,1770.233890722467,300.0,28270.406999999996,1783.501342,1186.1206173759513,349.7020343465159,234.411239,0.0,True,0,1.0499963536858559e-05,,,,49.49311039121894
