method,model_id,test_scale,instance_index,preference_id,cost_weight,risk_weight,expected_restarts,observed_restarts,feasible_rate,all_restarts_feasible,terminal_clear_rate,technical_failure_rate,missing_rate,runtime_seconds,successful_runtime_seconds_conditional,failed_runtime_seconds_conditional,solver_status,cost,risk,normalized_cost,normalized_risk,weighted_objective_raw,weighted_objective_normalized,fixed_cost,distance_cost,processing_cost,transport_risk,coload_risk,producer_inventory_risk,facility_inventory_risk
ga,GA,Test-1,2,C000-R100,0.0,1.0,3,3,1.0,True,1.0,0.0,0.0,1.192047099970902,1.192047099970902,,completed,1660.899702,7.28789445034338,0.9714632260580967,0.757350027715832,7.28789445034338,0.757350027715832,150.0,1349.668,161.231702,2.3792539210706245,0.057717529272755336,4.850923,0.0
ga,GA,Test-1,2,C025-R075,0.25,0.75,3,3,1.0,True,1.0,0.0,0.0,1.21973430000556,1.21973430000556,,completed,1489.7320353333334,7.2931366087307365,0.8713469496468212,0.7578947870872809,377.90286128988146,0.786257827727166,133.33333333333334,1195.1670000000001,161.231702,2.3954355967821725,0.04677801194856334,4.850923,0.0
ga,GA,Test-1,2,C050-R050,0.5,0.5,3,3,1.0,True,1.0,0.0,0.0,1.1476961000201602,1.1476961000201602,,completed,1367.2387019999999,7.829365441797736,0.7997003784376648,0.8136191014763546,687.534033720899,0.8066597399570097,100.0,1106.007,161.231702,2.9199518206583814,0.058490621139354014,4.850923,0.0
ga,GA,Test-1,2,C075-R025,0.75,0.25,3,3,1.0,True,1.0,0.0,0.0,1.1743000666998948,1.1743000666998948,,completed,1367.2387019999999,7.829365441797736,0.7997003784376648,0.8136191014763546,1027.3863678604494,0.8031800591973374,100.0,1106.007,161.231702,2.9199518206583814,0.058490621139354014,4.850923,0.0
ga,GA,Test-1,2,C100-R000,1.0,0.0,3,3,1.0,True,1.0,0.0,0.0,1.055566033309636,1.055566033309636,,completed,1371.8587019999998,9.389263961075066,0.8024026247557199,0.9757220510810801,1371.8587019999998,0.8024026247557199,100.0,1110.6269999999997,161.231702,4.394800245158572,0.143540715916494,4.850923,0.0
ga,GA,Test-1,3,C000-R100,0.0,1.0,3,3,1.0,True,1.0,0.0,0.0,1.2309725666806723,1.2309725666806723,,completed,1435.200623,5.911486565902109,0.9739512930902151,0.8772303650136956,5.911486565902109,0.8772303650136956,150.0,1123.686,161.514623,2.9131436778471986,0.085465888054911,2.9128769999999995,0.0
ga,GA,Test-1,3,C025-R075,0.25,0.75,3,3,1.0,True,1.0,0.0,0.0,1.2336075000154476,1.2336075000154476,,completed,1394.5593313333331,5.949149081495655,0.9463714286884933,0.882819264173516,353.1016946444551,0.8987073053022603,150.0,1082.979,161.58033133333333,2.906805516100293,0.12946656539536197,2.9128769999999995,0.0
ga,GA,Test-1,3,C050-R050,0.5,0.5,3,3,1.0,True,1.0,0.0,0.0,1.0979240000403176,1.0979240000403176,,completed,1141.510498,6.64791451865138,0.7746482323002416,0.9865120075573502,574.0792062593257,0.8805801199287959,100.0,884.094,157.416498,3.7350375186513802,0.0,2.9128769999999995,0.0
ga,GA,Test-1,3,C075-R025,0.75,0.25,3,3,1.0,True,1.0,0.0,0.0,1.2090766333664458,1.2090766333664458,,completed,1141.510498,6.64791451865138,0.7746482323002416,0.9865120075573502,857.7948521296629,0.8276141761145187,100.0,884.094,157.416498,3.7350375186513802,0.0,2.9128769999999995,0.0
ga,GA,Test-1,3,C100-R000,1.0,0.0,3,3,1.0,True,1.0,0.0,0.0,0.9567042666797837,0.9567042666797837,,completed,1141.4924979999998,8.228804010341776,0.7746360171973529,1.2211068510677918,1141.4924979999998,0.7746360171973529,100.0,884.0759999999999,157.416498,5.315927010341777,0.0,2.9128769999999995,0.0
ga,GA,Test-1,4,C000-R100,0.0,1.0,3,3,1.0,True,1.0,0.0,0.0,1.1459178000222892,1.1459178000222892,,completed,1113.2239513333334,6.829843364053794,1.0210875292724035,0.793325228706006,6.829843364053794,0.793325228706006,133.33333333333334,827.986,151.904618,2.9653634461575575,0.14076491789623605,3.723715,0.0
ga,GA,Test-1,4,C025-R075,0.25,0.75,3,3,1.0,True,1.0,0.0,0.0,1.1853959000048537,1.1853959000048537,,completed,1076.7149513333336,6.452417209015333,0.9876002111442261,0.7494850299188119,274.01805074009485,0.8090138252251654,133.33333333333334,791.4770000000002,151.904618,2.6432210569337293,0.08548115208160267,3.723715,0.0
ga,GA,Test-1,4,C050-R050,0.5,0.5,3,3,1.0,True,1.0,0.0,0.0,1.1157448333300028,1.1157448333300028,,completed,1081.9856180000002,6.191778904075549,0.9924346489928181,0.7192104054722023,544.0886984520379,0.8558225272325101,150.0,780.0810000000001,151.904618,2.3475635912123347,0.12050031286321468,3.723715,0.0
ga,GA,Test-1,4,C075-R025,0.75,0.25,3,3,1.0,True,1.0,0.0,0.0,1.0791154333467905,1.0791154333467905,,completed,979.7446180000001,7.46344891572841,0.8986556659271904,0.8669221243298777,736.6743257289321,0.8907222805278622,100.0,727.84,151.904618,3.5068233148890897,0.23291060083931994,3.723715,0.0
