model_id,test_scale,instance_index,preference_id,ppo_j,ga_j,delta_j_percent
Train-L,Test-2,14,C000-R100,0.19129873992438562,0.6585439557327547,70.95125720020775
Train-L,Test-2,14,C025-R075,0.5026761143895712,0.641635891324392,21.65710784164456
Train-L,Test-2,14,C050-R050,0.5651812323081417,0.6508732924095707,13.165705383945326
Train-L,Test-2,14,C075-R025,0.5706683519973145,0.5968426416487485,4.385459051506238
Train-L,Test-2,14,C100-R000,0.512814909827671,0.5951815602160759,13.838911668987594
Train-L,Test-2,15,C000-R100,0.21567970613200685,0.6900316306170627,68.74350441890111
Train-L,Test-2,15,C025-R075,0.6180546241913304,0.7180236673253738,13.92280612509981
Train-L,Test-2,15,C050-R050,0.6718114103461378,0.7403656978875327,9.259516984241598
Train-L,Test-2,15,C075-R025,0.6735060173040326,0.7133854452321158,5.590165624294106
Train-L,Test-2,15,C100-R000,0.6287008232244404,0.6884635810297947,8.680598284656089
Train-L,Test-2,16,C000-R100,0.16373836335106784,0.5508506336847158,70.27536080773851
Train-L,Test-2,16,C025-R075,0.5079990039419302,0.5840713911758548,13.0245015221128
Train-L,Test-2,16,C050-R050,0.5984829429433923,0.6357757902149395,5.865723081235821
Train-L,Test-2,16,C075-R025,0.6267689141531956,0.6504080196221392,3.634503996841401
Train-L,Test-2,16,C100-R000,0.6431889699705637,0.639455877873261,-0.5837919747830769
Train-L,Test-2,17,C000-R100,0.22138572610823073,0.6120643104959614,63.82966261685152
Train-L,Test-2,17,C025-R075,0.59483931698265,0.6910718791823386,13.925116199714111
Train-L,Test-2,17,C050-R050,0.7334158276745137,0.7417701151889587,1.1262636959048733
Train-L,Test-2,17,C075-R025,0.7724988646230638,0.7898164093115408,2.1926038107478925
Train-L,Test-2,17,C100-R000,0.8032628157177731,0.8220143283568692,2.281166153949964
Train-L,Test-2,18,C000-R100,0.1132252488295288,0.7206821695613775,84.28915635606191
Train-L,Test-2,18,C025-R075,0.536623381001241,0.7416014201148439,27.63991998314407
Train-L,Test-2,18,C050-R050,0.6928516020143576,0.7558793117662814,8.338329779742942
Train-L,Test-2,18,C075-R025,0.7047576037707679,0.7407362469045795,4.8571462898110775
Train-L,Test-2,18,C100-R000,0.6838192238673813,0.7078484757432295,3.3946886514967667
Train-L,Test-2,19,C000-R100,0.13582010229936076,0.7054256159684175,80.74636088839713
Train-L,Test-2,19,C025-R075,0.5977117490598342,0.7427395778085133,19.52606715486878
Train-L,Test-2,19,C050-R050,0.7417412927493032,0.765962237306434,3.1621590957676444
Train-L,Test-2,19,C075-R025,0.7333680745500821,0.7938283251792391,7.616287893922855
Train-L,Test-2,19,C100-R000,0.7486993308031153,0.7679951438031529,2.51249153796516
Train-L,Test-2,20,C000-R100,0.2246074430636045,0.6448107810560811,65.16692188431792
Train-L,Test-2,20,C025-R075,0.5370869654736737,0.6614655129515868,18.803481820679057
Train-L,Test-2,20,C050-R050,0.6107178335667431,0.6836914770071522,10.673475667687113
Train-L,Test-2,20,C075-R025,0.6181212626726467,0.7075552879068473,12.639863875340723
Train-L,Test-2,20,C100-R000,0.6366780807370893,0.700020783984794,9.048688938510228
Train-L,Test-2,21,C000-R100,0.1587692600960001,0.7929021429950014,79.97618476647237
Train-L,Test-2,21,C025-R075,0.584875073978993,0.7993491966153458,26.831092536840284
Train-L,Test-2,21,C050-R050,0.7321320865149126,0.7840394521505658,6.620504299021553
Train-L,Test-2,21,C075-R025,0.7082192119223286,0.7519189767119459,5.811765116064928
Train-L,Test-2,21,C100-R000,0.6937126856163288,0.7012069909675137,1.068772195331991
Train-L,Test-2,22,C000-R100,0.1450287089415627,0.6895257734128014,78.9668907916604
Train-L,Test-2,22,C025-R075,0.6167824706202726,0.7328473619336737,15.837525976371813
Train-L,Test-2,22,C050-R050,0.7204553068549924,0.762465469383168,5.509779028047219
Train-L,Test-2,22,C075-R025,0.7377459071512508,0.7533451459333357,2.0706629446398934
Train-L,Test-2,22,C100-R000,0.7473009996982073,0.7752976662981208,3.61108614367325
Train-L,Test-2,23,C000-R100,0.18505301918088413,0.726584300709819,74.53110134638182
Train-L,Test-2,23,C025-R075,0.4986610496979577,0.7374950002873799,32.384484029906055
Train-L,Test-2,23,C050-R050,0.653733163956051,0.7346072637761919,11.009161467368818
Train-L,Test-2,23,C075-R025,0.6555903873103918,0.673536004346691,2.6643886771436898
Train-L,Test-2,23,C100-R000,0.6184611174822976,0.6783650855195381,8.830638444689704
Train-L,Test-2,24,C000-R100,0.2353346628722289,0.7461033900635173,68.45817000614427
Train-L,Test-2,24,C025-R075,0.6088206205244011,0.7723894659248535,21.17699070437169
Train-L,Test-2,24,C050-R050,0.7481385597211293,0.7765396630714702,3.6573924940298776
Train-L,Test-2,24,C075-R025,0.7560444615979244,0.7906445163962652,4.376183490912816
Train-L,Test-2,24,C100-R000,0.7246578250836784,0.7473283684354465,3.0335451334772072
Train-L,Test-2,25,C000-R100,0.2367644697530782,0.775122834123315,69.45458715316195
Train-L,Test-2,25,C025-R075,0.6007404063468353,0.7661746810213738,21.592239834132986
Train-L,Test-2,25,C050-R050,0.7520908363599684,0.7616618368907101,1.2565944710861232
Train-L,Test-2,25,C075-R025,0.7202295187364532,0.823289889002153,12.518114414184222
Train-L,Test-2,25,C100-R000,0.669486414947699,0.7463880340272525,10.30316880411639
Train-L,Test-2,26,C000-R100,0.16556077978593797,0.6466967901515593,74.39901012232684
Train-L,Test-2,26,C025-R075,0.5267244735526425,0.6469723646992528,18.586248456301206
Train-L,Test-2,26,C050-R050,0.616876572130447,0.6418835463183631,3.8958739994735843
Train-L,Test-2,26,C075-R025,0.6228213692950023,0.6501066589905605,4.197048179436413
Train-L,Test-2,26,C100-R000,0.583523443473049,0.5989753746146814,2.5797272803698528
Train-L,Test-2,27,C000-R100,0.1509302048379708,0.7792565078805819,80.6315117921222
Train-L,Test-2,27,C025-R075,0.5577499114407704,0.8068739703465289,30.875213237919546
Train-L,Test-2,27,C050-R050,0.6781017908731934,0.7660490086921415,11.480625497981967
Train-L,Test-2,27,C075-R025,0.6566187001581795,0.7446358173286018,11.820156259228277
Train-L,Test-2,27,C100-R000,0.6208980284965315,0.6967708588605669,10.889208324256069
Train-L,Test-2,28,C000-R100,0.11053806974107226,0.6117151598531133,81.92981358061895
Train-L,Test-2,28,C025-R075,0.49657959595990153,0.615893767809519,19.372524627740418
Train-L,Test-2,28,C050-R050,0.5892610341591317,0.6179452594894513,4.641871571928342
Train-L,Test-2,28,C075-R025,0.58110809088984,0.6014773781751006,3.3865425408120347
Train-L,Test-2,28,C100-R000,0.5715163256182755,0.5882129208499047,2.838529151570567
Train-L,Test-2,29,C000-R100,0.1826308649575292,0.4933611357476631,62.982316253840786
Train-L,Test-2,29,C025-R075,0.509929462458475,0.5504323361622545,7.358374688917291
Train-L,Test-2,29,C050-R050,0.5467166458848787,0.581982625437812,6.05962755785081
Train-L,Test-2,29,C075-R025,0.5351179481502237,0.6049944304177965,11.549938107581845
Train-L,Test-2,29,C100-R000,0.5491679598814011,0.6395112405894315,14.126926154536687
Train-L,Test-2,30,C000-R100,0.12412402374390659,0.8031690810168267,84.5457168761074
Train-L,Test-2,30,C025-R075,0.5781645553639129,0.794040280766274,27.186999278428825
Train-L,Test-2,30,C050-R050,0.720407197212097,0.7895568624052003,8.758034852924336
Train-L,Test-2,30,C075-R025,0.701919383717787,0.7566186125608844,7.229432098948771
Train-L,Test-2,30,C100-R000,0.6554269334701444,0.6685654944183806,1.9651868153420324
Train-L,Test-2,31,C000-R100,0.19793821212931947,0.76725935729691,74.20191617777527
Train-L,Test-2,31,C025-R075,0.5471909684020123,0.7378696210059904,25.841781146107117
Train-L,Test-2,31,C050-R050,0.6694279857810379,0.6998463537504217,4.346435157713426
Train-L,Test-2,31,C075-R025,0.6154251656920225,0.6646503910324311,7.406183161036704
Train-L,Test-2,31,C100-R000,0.5407546065234773,0.54723231576025,1.183721986113606
Train-L,Test-2,32,C000-R100,0.31999553234008893,0.7581977928806912,57.7952434912399
Train-L,Test-2,32,C025-R075,0.7322751073579626,0.7809578663213627,6.2337241306904465
Train-L,Test-2,32,C050-R050,0.7907327706096673,0.7856830349159143,-0.6427191970987937
Train-L,Test-2,32,C075-R025,0.7881454676673433,0.7913851652368872,0.40937052043099037
Train-L,Test-2,32,C100-R000,0.7569477598873765,0.7741362474113083,2.2203439745147735
Train-L,Test-2,33,C000-R100,0.21009369964838373,0.7829041422974062,73.16482461928598
Train-L,Test-2,33,C025-R075,0.6158536035728323,0.794013620116584,22.437904341942243
Train-L,Test-2,33,C050-R050,0.6685854205889946,0.820504497751656,18.515325336905477
Train-L,Test-2,33,C075-R025,0.599368214745054,0.802004525678416,25.266230357235436
Train-L,Test-2,33,C100-R000,0.5202818660926674,0.7461840623935853,30.274326092717136
Train-L,Test-2,34,C000-R100,0.1398937519357173,0.6616245216990221,78.85602069637982
Train-L,Test-2,34,C025-R075,0.5461173264947113,0.7167829974994907,23.809949677956837
Train-L,Test-2,34,C050-R050,0.7216573440419287,0.7527342629489873,4.128537843529069
Train-L,Test-2,34,C075-R025,0.7467673645991898,0.77979033578957,4.234852584694205
Train-L,Test-2,34,C100-R000,0.7761906308519689,0.8078648921496425,3.9207374408103997
Train-L,Test-2,35,C000-R100,0.1660733776798141,0.7836253078717781,78.80704259911573
Train-L,Test-2,35,C025-R075,0.5695838969784525,0.7904948341693939,27.945905228218454
Train-L,Test-2,35,C050-R050,0.6925288001001583,0.7665677838967353,9.658504486088717
Train-L,Test-2,35,C075-R025,0.6920242308767012,0.7322756173331698,5.496753613490195
Train-L,Test-2,35,C100-R000,0.6752705401009765,0.7378452431349266,8.480735440955781
Train-L,Test-2,36,C000-R100,0.2010484593397598,0.6588878270073671,69.48669392589767
Train-L,Test-2,36,C025-R075,0.5981082885959426,0.7065906736660242,15.352931918452798
Train-L,Test-2,36,C050-R050,0.644762005739396,0.7237017370596684,10.907771430948484
Train-L,Test-2,36,C075-R025,0.6713461743907105,0.706125348738697,4.925354175446348
Train-L,Test-2,36,C100-R000,0.6683712979708,0.757894574519062,11.81210151887825
Train-L,Test-2,37,C000-R100,0.24016152223801046,0.8158629300267383,70.56349621986874
Train-L,Test-2,37,C025-R075,0.6583580453001106,0.8450302091521227,22.090590588390118
Train-L,Test-2,37,C050-R050,0.7444504296973907,0.7698864753480604,3.303869656778974
Train-L,Test-2,37,C075-R025,0.7300893741637976,0.7674612968637051,4.869551448735072
Train-L,Test-2,37,C100-R000,0.7308426465047134,0.7691829006366836,4.984543221155125
Train-L,Test-2,38,C000-R100,0.19453965200419363,0.8754439492459749,77.77817161546986
Train-L,Test-2,38,C025-R075,0.6795715301357554,0.926310003771281,26.636706138439674
Train-L,Test-2,38,C050-R050,0.8690032915561238,0.9245705854399785,6.010065078742661
Train-L,Test-2,38,C075-R025,0.8993011011177464,0.9216858433207751,2.428673757467932
Train-L,Test-2,38,C100-R000,0.8944871580856807,0.9474862740437625,5.5936552760693505
Train-L,Test-2,39,C000-R100,0.15688052202308642,0.6423335904580489,75.57647235742184
Train-L,Test-2,39,C025-R075,0.4924768921207983,0.6486377126876263,24.07519906910386
Train-L,Test-2,39,C050-R050,0.6025701148930732,0.6184717785755315,2.5711219546804687
Train-L,Test-2,39,C075-R025,0.583013348072587,0.6257039422719896,6.822810488357966
Train-L,Test-2,39,C100-R000,0.5576786830797387,0.6110431620830062,8.733340345606937
Train-L,Test-2,40,C000-R100,0.19789563131731883,0.7937890139350355,75.06949229036385
Train-L,Test-2,40,C025-R075,0.5720448550658516,0.7919971078588057,27.77185050430341
Train-L,Test-2,40,C050-R050,0.7101266248852323,0.7997636645822189,11.20794100389786
Train-L,Test-2,40,C075-R025,0.7262181132015414,0.7734970343867706,6.112359722582781
Train-L,Test-2,40,C100-R000,0.6907156788494596,0.760971665470786,9.232405069623912
Train-L,Test-2,41,C000-R100,0.1553312900441165,0.6213903458228466,75.0026225723822
Train-L,Test-2,41,C025-R075,0.5050213400944229,0.6921764779169063,27.03864459331581
Train-L,Test-2,41,C050-R050,0.5821369542427887,0.6920776726881191,15.885603998508799
Train-L,Test-2,41,C075-R025,0.5908871052045503,0.7031093522393798,15.960852558340367
Train-L,Test-2,41,C100-R000,0.606764072020565,0.7258159814582191,16.402492157649906
Train-L,Test-2,42,C000-R100,0.1836973428012245,0.5703155561477278,67.79022756418699
Train-L,Test-2,42,C025-R075,0.5149915594438838,0.6030673864249146,14.604641034090612
Train-L,Test-2,42,C050-R050,0.5763449913060582,0.6308871046440886,8.64530483132953
Train-L,Test-2,42,C075-R025,0.6074497132868627,0.6392038745181079,4.967767327002589
Train-L,Test-2,42,C100-R000,0.6117372728616429,0.6478801634559304,5.578638247155706
Train-L,Test-2,43,C000-R100,0.1856465319492849,0.6351562485682819,70.77151765919734
Train-L,Test-2,43,C025-R075,0.46282864933297746,0.6518647434510991,28.99928183219846
Train-L,Test-2,43,C050-R050,0.582961258382081,0.6486385768490094,10.12541048452269
Train-L,Test-2,43,C075-R025,0.5716807902936417,0.6216161169414476,8.033145423175936
Train-L,Test-2,43,C100-R000,0.5477289506588033,0.605702986717701,9.571363742658493
Train-L,Test-2,44,C000-R100,0.21063232218447736,0.6917064470901009,69.54888550329781
Train-L,Test-2,44,C025-R075,0.5869963596187238,0.7450856580962609,21.21760052145748
Train-L,Test-2,44,C050-R050,0.6561402574263536,0.7834043852784713,16.245010909261122
Train-L,Test-2,44,C075-R025,0.6678318745281473,0.7676128863188804,12.998871380239208
Train-L,Test-2,44,C100-R000,0.6572409840911061,0.728652386603088,9.800476032871504
Train-L,Test-2,45,C000-R100,0.2637194834019332,0.7860934931891336,66.45189335787029
Train-L,Test-2,45,C025-R075,0.7106763507578829,0.852750753728853,16.660718545215747
Train-L,Test-2,45,C050-R050,0.831719437657938,0.8873091924599565,6.264981279851585
Train-L,Test-2,45,C075-R025,0.8063825710325389,0.9100404848017436,11.390472786690044
Train-L,Test-2,45,C100-R000,0.7817200939852675,0.8354388023370344,6.429999205387103
Train-L,Test-2,46,C000-R100,0.1492019330090378,0.7414061512179656,79.87581668105503
Train-L,Test-2,46,C025-R075,0.5515333653236587,0.7387783407596048,25.34521724654551
Train-L,Test-2,46,C050-R050,0.666866186500069,0.7312442942196927,8.803912485679124
Train-L,Test-2,46,C075-R025,0.6000115932440561,0.718173685056453,16.453135818128537
Train-L,Test-2,46,C100-R000,0.5585212199443694,0.6850762778725623,18.473133870756303
Train-L,Test-2,47,C000-R100,0.19044094040199208,0.7281337544701666,73.84533552622234
Train-L,Test-2,47,C025-R075,0.5336481312979586,0.6881659022660728,22.453563953009013
Train-L,Test-2,47,C050-R050,0.6286469346930805,0.6613049713416596,4.938422976364778
Train-L,Test-2,47,C075-R025,0.6012607112244958,0.6193948851488605,2.9277241964964817
Train-L,Test-2,47,C100-R000,0.5283782751793283,0.5806596391913359,9.003788189035829
Train-L,Test-2,48,C000-R100,0.2042947555109262,0.6923369015259295,70.49200251197719
Train-L,Test-2,48,C025-R075,0.6039043454452042,0.7586403171351476,20.396486740155414
Train-L,Test-2,48,C050-R050,0.7179074232646978,0.7635416848033548,5.976656212346786
Train-L,Test-2,48,C075-R025,0.7053862140876449,0.780079102683911,9.575040318254976
Train-L,Test-2,48,C100-R000,0.7065303295284994,0.7872934269683455,10.258322332353643
Train-L,Test-2,49,C000-R100,0.18230113430454367,0.663331269587431,72.51733143562966
Train-L,Test-2,49,C025-R075,0.5129008415835435,0.7075430478776354,27.509592084601174
Train-L,Test-2,49,C050-R050,0.6183891629937052,0.6626244818483121,6.675774902131265
Train-L,Test-2,49,C075-R025,0.5881957712613233,0.6606545613035788,10.967727203651263
Train-L,Test-2,49,C100-R000,0.5680936662654326,0.6559176612636898,13.38948471505641
Train-L,Test-3,0,C000-R100,0.2048431637144408,0.5429210608211509,62.27017544601752
Train-L,Test-3,0,C025-R075,0.46192137510173986,0.6384211685189745,27.646294032931785
Train-L,Test-3,0,C050-R050,0.5553535972180776,0.6413980159139028,13.415136399077229
Train-L,Test-3,0,C075-R025,0.5790368921131254,0.6804872363774037,14.908485984888213
Train-L,Test-3,0,C100-R000,0.5896654054118694,0.6719041712235209,12.2396569829142
Train-L,Test-3,1,C000-R100,0.2048158376661605,0.5268808072281292,61.12672261802864
Train-L,Test-3,1,C025-R075,0.47490208489033137,0.6179867383993322,23.15335340036731
Train-L,Test-3,1,C050-R050,0.5463395955039573,0.6649989230956251,17.84353680443554
Train-L,Test-3,1,C075-R025,0.5702117423366254,0.7170347695867089,20.476416692416556
Train-L,Test-3,1,C100-R000,0.5717123409079966,0.7186579870040618,20.447229245812956
Train-L,Test-3,2,C000-R100,0.23568873969041962,0.5657112049341043,58.33762215866428
Train-L,Test-3,2,C025-R075,0.49070317555712145,0.5955061106386678,17.598968878614425
Train-L,Test-3,2,C050-R050,0.5537106095877959,0.7029301611839148,21.228218653300473
Train-L,Test-3,2,C075-R025,0.5768516533550044,0.718785143636366,19.746302707831962
Train-L,Test-3,2,C100-R000,0.561677786723838,0.685761812425813,18.09433296716252
Train-L,Test-3,3,C000-R100,0.21557434790135463,0.5118109447778667,57.88008245995657
Train-L,Test-3,3,C025-R075,0.49321197814928025,0.6219438962839005,20.698316826290966
Train-L,Test-3,3,C050-R050,0.5454205153718162,0.6632482711376334,17.76525637431571
Train-L,Test-3,3,C075-R025,0.5652138731099527,0.6685990427259867,15.462955076111962
Train-L,Test-3,3,C100-R000,0.550230801227133,0.6731461147816554,18.259826634280106
Train-L,Test-3,4,C000-R100,0.2634010707082333,0.632678816552248,58.36733207796897
Train-L,Test-3,4,C025-R075,0.5416047890884993,0.6837353636987863,20.787366305204216
Train-L,Test-3,4,C050-R050,0.6225781448898208,0.746808578792827,16.634842907645435
Train-L,Test-3,4,C075-R025,0.6609157783346905,0.7289776217352907,9.336616292634984
Train-L,Test-3,4,C100-R000,0.6690041530179734,0.7082742310326005,5.544473636627263
Train-L,Test-3,5,C000-R100,0.20714493329676364,0.5960806035865387,65.24883848754686
Train-L,Test-3,5,C025-R075,0.49922096133393473,0.639004801780938,21.875241008740275
Train-L,Test-3,5,C050-R050,0.5565222748158213,0.6751114174691873,17.565862402079517
Train-L,Test-3,5,C075-R025,0.5946718038841584,0.6905453622014327,13.883745162176309
Train-L,Test-3,5,C100-R000,0.5797777254639048,0.733540138533531,20.961690436875454
Train-L,Test-3,6,C000-R100,0.24253775836530678,0.5900634911301577,58.89632861359198
Train-L,Test-3,6,C025-R075,0.48745324335774853,0.6398986051235461,23.823362099119556
Train-L,Test-3,6,C050-R050,0.5680507460100728,0.6480150290130436,12.3398809322
Train-L,Test-3,6,C075-R025,0.568101285090756,0.7048902229133801,19.405707921052176
Train-L,Test-3,6,C100-R000,0.5639162187417003,0.6956919326064153,18.941676292122036
Train-L,Test-3,7,C000-R100,0.22462519007732654,0.5783077138945587,61.1581888533685
Train-L,Test-3,7,C025-R075,0.4990531799414292,0.6525918994691507,23.52752457586697
Train-L,Test-3,7,C050-R050,0.5779676775574837,0.6931418767492467,16.61625174515733
Train-L,Test-3,7,C075-R025,0.6135616077455524,0.6704295173222086,8.482309938231058
Train-L,Test-3,7,C100-R000,0.6064265485700627,0.7106373147078222,14.664409535067213
Train-L,Test-3,8,C000-R100,0.2235035729485401,0.5990632438284922,62.691155691647204
Train-L,Test-3,8,C025-R075,0.4847556660340162,0.6366158429776244,23.854288048082044
Train-L,Test-3,8,C050-R050,0.5766169041933235,0.7241681652262019,20.375275815499176
Train-L,Test-3,8,C075-R025,0.5885742110944716,0.6954529316254838,15.368217699680168
Train-L,Test-3,8,C100-R000,0.5926657014789106,0.7046628922141361,15.893726201945555
Train-L,Test-3,9,C000-R100,0.20956442419634458,0.5475687878485207,61.728201306039665
Train-L,Test-3,9,C025-R075,0.47575614609870026,0.6087020244373051,21.84087993817704
Train-L,Test-3,9,C050-R050,0.5609020945212129,0.6573613324049218,14.673701224685345
Train-L,Test-3,9,C075-R025,0.5749523326650947,0.6948248112724662,17.25218740934758
Train-L,Test-3,9,C100-R000,0.5744532706305727,0.7081888450071997,18.88416844171944
Train-L,Test-3,10,C000-R100,0.2680055241801162,0.6416824693135584,58.23393391644066
Train-L,Test-3,10,C025-R075,0.5288717321771118,0.7078556286396712,25.28536741404791
Train-L,Test-3,10,C050-R050,0.605394401586758,0.7031673194043894,13.904644758014204
Train-L,Test-3,10,C075-R025,0.6051183235282446,0.7429707773074735,18.55422285635598
Train-L,Test-3,10,C100-R000,0.6164091060920701,0.6824376778265769,9.67539950970969
Train-L,Test-3,11,C000-R100,0.23385633137506168,0.561715301696526,58.367462900021614
Train-L,Test-3,11,C025-R075,0.5048150512451142,0.7107942462557587,28.978736968634504
Train-L,Test-3,11,C050-R050,0.5389312026731234,0.7007997796440911,23.097692332776475
Train-L,Test-3,11,C075-R025,0.5415636610057096,0.7554864005393972,28.315895478853413
Train-L,Test-3,11,C100-R000,0.5717273018126204,0.7604198211173357,24.814255765644923
Train-L,Test-3,12,C000-R100,0.24303154918069048,0.6122786739840456,60.30703672899389
Train-L,Test-3,12,C025-R075,0.5223727305526237,0.6637392802416907,21.29850588887711
Train-L,Test-3,12,C050-R050,0.5822388610660537,0.6877797685177143,15.345160221726161
Train-L,Test-3,12,C075-R025,0.5939853695193132,0.7224270294447507,17.77918802735776
Train-L,Test-3,12,C100-R000,0.5744878930614438,0.7531281074552064,23.719764622433452
Train-L,Test-3,13,C000-R100,0.20954677935415858,0.5446426302285295,61.52582120385367
Train-L,Test-3,13,C025-R075,0.5145754333847312,0.6311247899246512,18.466927365320977
Train-L,Test-3,13,C050-R050,0.5936097680989586,0.6783730719122585,12.49508674841139
Train-L,Test-3,13,C075-R025,0.6430813487291718,0.7328487899191601,12.249108195960932
Train-L,Test-3,13,C100-R000,0.6616314746131372,0.7547376345421831,12.33622860022387
Train-L,Test-3,14,C000-R100,0.20862846243287506,0.4643318922189857,55.06910769452751
Train-L,Test-3,14,C025-R075,0.4298331205997002,0.5738646056436671,25.09851341718768
Train-L,Test-3,14,C050-R050,0.5005524747668626,0.6347809110427753,21.145632129266666
Train-L,Test-3,14,C075-R025,0.49655689686147847,0.6789635435661534,26.865455212309573
Train-L,Test-3,14,C100-R000,0.5274259222010289,0.7119186497818845,25.91486086751343
Train-L,Test-3,15,C000-R100,0.23993920192384677,0.619268106668452,61.25439057169029
Train-L,Test-3,15,C025-R075,0.5282960890692642,0.6673819365618128,20.840517232019284
Train-L,Test-3,15,C050-R050,0.6079407012888455,0.7302114585974532,16.744568421790877
Train-L,Test-3,15,C075-R025,0.6301567344239724,0.6910884576477058,8.816776282319912
Train-L,Test-3,15,C100-R000,0.5966200466202444,0.6711319175299156,11.102418014018816
Train-L,Test-3,16,C000-R100,0.21929998267120818,0.49879211015557007,56.03379079055403
Train-L,Test-3,16,C025-R075,0.4256678176229129,0.5965286116238131,28.642514486572455
Train-L,Test-3,16,C050-R050,0.5163070127880052,0.6271263608287644,17.670975893009576
Train-L,Test-3,16,C075-R025,0.5502552660106605,0.6518181795336627,15.581479116716936
Train-L,Test-3,16,C100-R000,0.567388349161482,0.7241355049371124,21.64610831908362
Train-L,Test-3,17,C000-R100,0.22618543987168585,0.6019703774007951,62.425818883594275
Train-L,Test-3,17,C025-R075,0.5088253314974084,0.6332257882683346,19.645513350162318
Train-L,Test-3,17,C050-R050,0.5533281459436149,0.6658248742246193,16.895843432105405
Train-L,Test-3,17,C075-R025,0.6133318626158126,0.6800913095696298,9.816247614759758
Train-L,Test-3,17,C100-R000,0.5776430905706512,0.6961217320185771,17.019816505996406
Train-L,Test-3,18,C000-R100,0.20980619595501696,0.4838702263379053,56.6399863982329
Train-L,Test-3,18,C025-R075,0.4260525352935649,0.5648313240464363,24.56995262916085
Train-L,Test-3,18,C050-R050,0.4879924731186957,0.622815738681696,21.647376132205416
Train-L,Test-3,18,C075-R025,0.5230242426263038,0.6347739021280902,17.60463987683548
Train-L,Test-3,18,C100-R000,0.5776841845046365,0.6565465732987593,12.011697570499193
Train-L,Test-3,19,C000-R100,0.27222936136305304,0.8267876010733554,67.07384568786006
Train-L,Test-3,19,C025-R075,0.5416263760916121,0.7934937898552797,31.74157340407215
Train-L,Test-3,19,C050-R050,0.6355873114855212,0.7733484621188421,17.813593403403043
Train-L,Test-3,19,C075-R025,0.6117847688814181,0.7053864793464175,13.269564019957821
Train-L,Test-3,19,C100-R000,0.5238329287194755,0.6592025862415629,20.53536505278236
Train-L,Test-3,20,C000-R100,0.25559807463423806,0.598176628276056,57.27046785982407
Train-L,Test-3,20,C025-R075,0.45679505008061266,0.6441176255123732,29.082044647163922
Train-L,Test-3,20,C050-R050,0.5539874293977792,0.6926187939559739,20.015536073802632
Train-L,Test-3,20,C075-R025,0.5620899225188183,0.6651824781468588,15.498387136601604
Train-L,Test-3,20,C100-R000,0.5477335069939978,0.6867356685231044,20.240999252018614
Train-L,Test-3,21,C000-R100,0.20944129367606823,0.4745157668599793,55.86210020754264
Train-L,Test-3,21,C025-R075,0.43295361540640714,0.5566674578840862,22.22401197079492
Train-L,Test-3,21,C050-R050,0.5203540305794311,0.6144500502520421,15.31385987095512
Train-L,Test-3,21,C075-R025,0.5532279535472165,0.6668354409784983,17.036810050854058
Train-L,Test-3,21,C100-R000,0.587920371243938,0.7042951501224345,16.52358089620039
Train-L,Test-3,22,C000-R100,0.23638493537527705,0.5672694800901067,58.329340168674506
Train-L,Test-3,22,C025-R075,0.4827828894581003,0.6239621335944268,22.626251904589537
Train-L,Test-3,22,C050-R050,0.5489215917856723,0.7261636859874557,24.408008500282566
Train-L,Test-3,22,C075-R025,0.5723018367043468,0.7128725551210936,19.718912925869127
Train-L,Test-3,22,C100-R000,0.5815136145466574,0.7285607393583672,20.183234817348524
Train-L,Test-3,23,C000-R100,0.2054084440356819,0.559801916128788,63.306941595315
Train-L,Test-3,23,C025-R075,0.44516314293249626,0.5797059668591391,23.20880439709791
Train-L,Test-3,23,C050-R050,0.5072433913138086,0.6272461517750106,19.131685403188623
Train-L,Test-3,23,C075-R025,0.530694114771391,0.6245215814113037,15.023894999413779
Train-L,Test-3,23,C100-R000,0.5448613802317855,0.6324821901884602,13.853482566926722
Train-L,Test-3,24,C000-R100,0.21403039524460873,0.5297974599304219,59.60146821528415
Train-L,Test-3,24,C025-R075,0.4217536051189878,0.5843220839210818,27.821724229757226
Train-L,Test-3,24,C050-R050,0.49086212057814654,0.6240995539123392,21.348746766274267
Train-L,Test-3,24,C075-R025,0.5418203046476275,0.6460877223288528,16.138275667178533
Train-L,Test-3,24,C100-R000,0.5658839126510918,0.6662221027470251,15.0607717279583
Train-L,Test-3,25,C000-R100,0.2133383021271953,0.6176295374080515,65.45853311639007
Train-L,Test-3,25,C025-R075,0.5132941727612744,0.6841689417065945,24.97552264197921
Train-L,Test-3,25,C050-R050,0.5540314810147807,0.701674550084212,21.041531155962797
Train-L,Test-3,25,C075-R025,0.6003274143942499,0.6804670374603722,11.777149906513928
Train-L,Test-3,25,C100-R000,0.5732386739872265,0.6970424687658806,17.76129867637043
Train-L,Test-3,26,C000-R100,0.262008363127463,0.6157047432252826,57.44577802747318
Train-L,Test-3,26,C025-R075,0.5620009287381426,0.7065274669556395,20.455898033270838
Train-L,Test-3,26,C050-R050,0.6207407103681931,0.7575545287300834,18.059930100508588
Train-L,Test-3,26,C075-R025,0.6240764117290911,0.7887941207068163,20.88221814205794
Train-L,Test-3,26,C100-R000,0.664861566089182,0.8151310063262759,18.435004811600173
Train-L,Test-3,27,C000-R100,0.24087917760251723,0.5675856783382144,57.56073720750552
Train-L,Test-3,27,C025-R075,0.4881483644580533,0.6340240775771493,23.007913780899834
Train-L,Test-3,27,C050-R050,0.5429069265996374,0.6230239295048007,12.859378125145671
