model_id,test_scale,instance_index,preference_id,ppo_j,ga_j,delta_j_percent
Train-L,Test-1,43,C100-R000,0.9207585844806839,0.9207585844806837,-2.411539883174334e-14
Train-L,Test-1,44,C000-R100,0.12009580785622144,0.587693698740218,79.56489781774772
Train-L,Test-1,44,C025-R075,0.4342490404662849,0.6465465126412915,32.83560703277518
Train-L,Test-1,44,C050-R050,0.6375991090876902,0.7128976630390739,10.56232301707749
Train-L,Test-1,44,C075-R025,0.685852293020174,0.7469972281580137,8.185429989963176
Train-L,Test-1,44,C100-R000,0.7169750861636275,0.7771681107180669,7.745174271088387
Train-L,Test-1,45,C000-R100,0.1331315252030803,0.7221139060091498,81.56363918556175
Train-L,Test-1,45,C025-R075,0.5500763925923476,0.7727914942610686,28.819559133693335
Train-L,Test-1,45,C050-R050,0.6838984364927939,0.7950585098525798,13.981370173674037
Train-L,Test-1,45,C075-R025,0.6966810767612058,0.8379501475591294,16.858887275027904
Train-L,Test-1,45,C100-R000,0.6249076103764694,0.8495142778844157,26.439422309333587
Train-L,Test-1,46,C000-R100,0.2027632118093566,0.6423464406316359,68.43397908300476
Train-L,Test-1,46,C025-R075,0.5910473362934926,0.7045772700332779,16.11319844797479
Train-L,Test-1,46,C050-R050,0.7156739300040398,0.7233620316616699,1.0628290290505584
Train-L,Test-1,46,C075-R025,0.7250065694180723,0.7250065694180723,0.0
Train-L,Test-1,46,C100-R000,0.7266511071744747,0.7266511071744747,0.0
Train-L,Test-1,47,C000-R100,0.1434002530889544,0.7482046610886036,80.83408717605239
Train-L,Test-1,47,C025-R075,0.5687139769340571,0.8142423195629834,30.154210451835173
Train-L,Test-1,47,C050-R050,0.8165427078731371,0.8710411796690861,6.256704397908412
Train-L,Test-1,47,C075-R025,0.8252649176167712,0.9253137271342036,10.81242032659499
Train-L,Test-1,47,C100-R000,0.8419256430971163,0.977265914434072,13.848868495053399
Train-L,Test-1,48,C000-R100,0.4346163574296404,0.7956999195051523,45.37936390644235
Train-L,Test-1,48,C025-R075,0.7542445590487641,0.8459919575089175,10.844949251091
Train-L,Test-1,48,C050-R050,0.8754475687065403,0.8962839955126828,2.324757209819849
Train-L,Test-1,48,C075-R025,0.9357165389781192,0.9357165389781192,0.0
Train-L,Test-1,48,C100-R000,0.9708333519238308,0.9708333519238308,0.0
Train-L,Test-1,49,C000-R100,0.2965009612144853,0.7322916908319725,59.51053863828167
Train-L,Test-1,49,C025-R075,0.6442073519484807,0.7841349466537798,17.844835930655385
Train-L,Test-1,49,C050-R050,0.7933075020971966,0.8427419463484934,5.865905270942162
Train-L,Test-1,49,C075-R025,0.8705452575504532,0.8727355584263092,0.2509695926456254
Train-L,Test-1,49,C100-R000,0.866415061069478,0.866415061069478,0.0
Train-L,Test-2,0,C000-R100,0.2490900443315506,0.8187428790782487,69.57652387621626
Train-L,Test-2,0,C025-R075,0.6086900314142399,0.8397509477314746,27.515410008339824
Train-L,Test-2,0,C050-R050,0.6893359090346091,0.810426493536259,14.941587604481764
Train-L,Test-2,0,C075-R025,0.6644706198409026,0.7972249821374305,16.652057483271758
