method,model_id,instance_index,preference_id,weighted_objective_normalized,milp_j,milp_status,gap_percent
ga,GA,5,C100-R000,0.8633501713932511,0.8633501713932467,optimal,5.143790139444876e-13
ga,GA,6,C000-R100,0.5694536810587912,0.1247627450631328,solver_status_1,
ga,GA,6,C025-R075,0.6228088308454137,0.48518542909078033,solver_status_1,
ga,GA,6,C050-R050,0.662418058073138,0.6569876456931518,solver_status_1,
ga,GA,6,C075-R025,0.699062652143553,0.6976570081228661,optimal,0.20148067092007607
ga,GA,6,C100-R000,0.7422429495771959,0.7349799890201427,optimal,0.988184803063281
ga,GA,7,C000-R100,0.8821536149729529,0.33219112864247474,solver_status_1,
ga,GA,7,C025-R075,0.8963012745082669,0.6288948045822522,solver_status_1,
ga,GA,7,C050-R050,0.9246223544045754,0.8275137018259521,solver_status_1,
ga,GA,7,C075-R025,0.9188823427864671,0.8906859306723127,optimal,3.165696363124427
ga,GA,7,C100-R000,0.8588747291070767,0.8588747291070759,optimal,1.0341187015986776e-13
ga,GA,8,C000-R100,0.8028896532452743,0.21942441072551225,solver_status_1,
ga,GA,8,C025-R075,0.8500602507780702,0.48563392172813913,solver_status_1,
ga,GA,8,C050-R050,0.8972308483108661,0.6867683888151797,solver_status_1,
ga,GA,8,C075-R025,0.9444014458436621,0.8518878359841793,optimal,10.85983458756664
ga,GA,8,C100-R000,0.9776276420162214,0.8423473772117761,optimal,16.059914052588574
ga,GA,9,C000-R100,0.7399424146311229,0.33401449904365726,solver_status_1,
ga,GA,9,C025-R075,0.760867398116384,0.6095908757385589,solver_status_1,
ga,GA,9,C050-R050,0.75240132032642,0.7233215209218677,solver_status_1,
ga,GA,9,C075-R025,0.7069278979610635,0.7069278979610387,optimal,3.5021921642291008e-12
ga,GA,9,C100-R000,0.6666289783468392,0.6666289783468365,optimal,3.997028850603101e-13
ga,GA,10,C000-R100,0.6307760454219464,0.31163801243594424,solver_status_1,
ga,GA,10,C025-R075,0.7062235767698187,0.5708897210859929,solver_status_1,
ga,GA,10,C050-R050,0.750231470905776,0.6422137938288612,optimal,16.819582219328602
ga,GA,10,C075-R025,0.6983218929280346,0.6636915129675021,optimal,5.2178428206340834
ga,GA,10,C100-R000,0.6881430276153843,0.6619802890825117,optimal,3.952192982835403
ga,GA,11,C000-R100,0.6393703169696945,0.23810229214343126,solver_status_1,
ga,GA,11,C025-R075,0.6942512914423662,0.5007074108519733,solver_status_1,
ga,GA,11,C050-R050,0.7404271052060382,0.5947214212389684,optimal,24.499821052943524
ga,GA,11,C075-R025,0.794706937070607,0.6516029806959738,optimal,21.96183268250011
ga,GA,11,C100-R000,0.824011378378385,0.7016362812932843,optimal,17.44138670530749
ga,GA,12,C000-R100,0.4454882429214493,0.19386469339082596,solver_status_1,
ga,GA,12,C025-R075,0.497759790404656,0.38597543494946734,solver_status_1,
ga,GA,12,C050-R050,0.5779724568910393,0.5138560179409567,solver_status_1,
ga,GA,12,C075-R025,0.5940046681803745,0.5653547778254263,optimal,5.067594982596012
ga,GA,12,C100-R000,0.6449198511193105,0.6059890197313872,optimal,6.424346006331917
ga,GA,13,C000-R100,0.7619786290186318,0.31454710715507167,solver_status_1,
ga,GA,13,C025-R075,0.7813672972947888,0.6866979053098687,solver_status_1,
ga,GA,13,C050-R050,0.7955825339883239,0.7955825339883231,solver_status_1,
ga,GA,13,C075-R025,0.809797770681859,0.8097977706818785,optimal,-2.412938876943245e-12
ga,GA,13,C100-R000,0.8226122732055036,0.8226122732055033,optimal,2.699261999335142e-14
ga,GA,14,C000-R100,0.9996175710365994,0.25737697988741026,solver_status_1,
ga,GA,14,C025-R075,1.0,0.6854007837372986,solver_status_1,
ga,GA,14,C050-R050,1.0,0.9540318943474349,optimal,4.818298625540993
ga,GA,14,C075-R025,1.0,1.0,optimal,0.0
ga,GA,14,C100-R000,1.0,0.9999999999999332,optimal,6.683542608243889e-12
ga,GA,15,C000-R100,0.7428687690753201,0.247805410572474,solver_status_1,
ga,GA,15,C025-R075,0.7457204447365638,0.4246689307735989,solver_status_1,
ga,GA,15,C050-R050,0.762911197861245,0.6009417621751002,solver_status_1,
ga,GA,15,C075-R025,0.7643247922337458,0.6355218170235548,optimal,20.26727828376301
ga,GA,15,C100-R000,0.7094821928652819,0.6137233772074412,optimal,15.602927835918793
ga,GA,16,C000-R100,0.6131102779643656,0.17772303268942055,solver_status_1,
ga,GA,16,C025-R075,0.6330743763413917,0.4508636030635102,solver_status_1,
ga,GA,16,C050-R050,0.6564962247517561,0.6004577652249955,solver_status_1,
ga,GA,16,C075-R025,0.6799180731621202,0.6314973290676925,optimal,7.6676086921718785
ga,GA,16,C100-R000,0.7021177002478683,0.6391924988971268,optimal,9.844483697683202
ga,GA,17,C000-R100,0.45009415926269974,0.1776434952744232,solver_status_1,
ga,GA,17,C025-R075,0.5843571501975376,0.5310531372668817,solver_status_1,
ga,GA,17,C050-R050,0.701077291749594,0.6578114444148924,optimal,6.577241503176577
ga,GA,17,C075-R025,0.7619886821452352,0.7228084024273185,optimal,5.420562293734052
ga,GA,17,C100-R000,0.8025028697187034,0.7878053604397444,optimal,1.8656269704429387
ga,GA,18,C000-R100,0.5675817687613454,0.07117111816629433,solver_status_1,
