scale,variant,iteration,episode_reward,best_objective
small,full_transformer,0,-6.717808723449707,1253.0047616098102
small,full_transformer,1,-10.86988639831543,38.4281981557202
small,full_transformer,2,-13.110000610351562,75.94255843330846
small,full_transformer,3,-12.061609268188477,532.3838400750351
small,full_transformer,4,-5.912362575531006,1274.7066411398614
small,full_transformer,5,-10.999224662780762,1175.8485607994444
small,full_transformer,6,-11.883105278015137,316.82744273476743
small,full_transformer,7,-9.909425735473633,1103.043480706461
small,full_transformer,8,-9.874418258666992,448.55470371503793
small,full_transformer,9,-9.854171752929688,1252.8561579768298
small,full_transformer,10,-12.942655563354492,1337.2323791745873
small,full_transformer,11,-5.959547996520996,613.6732797905973
small,full_transformer,12,-8.883811950683594,872.6489885309433
small,full_transformer,13,-11.825630187988281,68.73030092878003
small,full_transformer,14,-8.839542388916016,788.4017350116336
small,full_transformer,15,-14.991621017456055,184.01029533958294
small,full_transformer,16,-6.832644462585449,410.3935472386017
small,full_transformer,17,-11.901776313781738,310.945819810332
small,full_transformer,18,-10.034184455871582,183.3766216830008
small,full_transformer,19,-8.884368896484375,1157.0897617612106
small,full_transformer,20,-9.799046516418457,288.3118639548665
small,full_transformer,21,-8.945441246032715,100.23310259416394
small,full_transformer,22,-7.880733489990234,172.0794695884872
small,full_transformer,23,-5.874881267547607,1229.9168343829447
small,full_transformer,24,-13.074630737304688,133.79750898115694
small,full_transformer,25,-7.904500961303711,1249.9075988145269
small,full_transformer,26,-7.890154838562012,974.9086376002175
small,full_transformer,27,-8.046014785766602,1516.6293614471622
small,full_transformer,28,-5.950671672821045,989.2480176104165
small,full_transformer,29,-8.965177536010742,49.24452419329405
small,full_transformer,30,-13.110000610351562,557.791588894092
small,full_transformer,31,-10.986202239990234,897.8175847721095
small,full_transformer,32,-11.975337028503418,1216.5399067271856
small,full_transformer,33,-7.738828182220459,263.41086307398473
small,full_transformer,34,-7.126504421234131,1570.488982307598
small,full_transformer,35,-7.948991298675537,996.8020590822262
small,full_transformer,36,-10.953453063964844,888.4128282291745
small,full_transformer,37,-10.054080963134766,983.304262045063
small,full_transformer,38,-8.07543659210205,1112.1083812913605
small,full_transformer,39,-8.785449981689453,511.66640628002364
small,full_transformer,40,-9.058403015136719,229.80065523495765
small,full_transformer,41,-7.086912155151367,1004.4372523139943
small,full_transformer,42,-10.976454734802246,596.1305605277319
small,full_transformer,43,-7.1700005531311035,1606.0406730312593
small,full_transformer,44,-6.877602577209473,1097.4829096330582
small,full_transformer,45,-2.9539546966552734,838.878852599059
small,full_transformer,46,-13.057659149169922,114.17896115765977
small,full_transformer,47,-9.065937995910645,588.5892980004238
small,full_transformer,48,-10.80350399017334,270.67651074259567
small,full_transformer,49,-5.007266044616699,1460.3350335766368
small,full_transformer,50,-11.06210994720459,1616.7557497316036
small,full_transformer,51,-7.927369117736816,1250.4802703617804
small,full_transformer,52,-6.046401023864746,696.3910036442967
small,full_transformer,53,-3.9708728790283203,919.9832309939999
small,full_transformer,54,-7.933267593383789,1075.446009623659
small,full_transformer,55,-7.05995512008667,914.2313292557529
small,full_transformer,56,-9.137979507446289,411.27837806039463
small,full_transformer,57,-5.059403419494629,250.90517716004027
small,full_transformer,58,-12.063272476196289,122.98953110684305
small,full_transformer,59,-4.962969779968262,1274.903463057049
small,full_transformer,60,-11.034891128540039,1361.7864368474218
small,full_transformer,61,-8.07917594909668,941.1407506891078
small,full_transformer,62,-10.035368919372559,995.2033683211441
small,full_transformer,63,-6.180000305175781,586.3392707915524
small,full_transformer,64,-10.983521461486816,394.7872726931
small,full_transformer,65,-9.020858764648438,1168.0906491409758
small,full_transformer,66,-8.015082359313965,384.9684700031527
small,full_transformer,67,-7.062543869018555,620.8129467419416
small,full_transformer,68,-8.010672569274902,1497.333792840153
small,full_transformer,69,-3.9625296592712402,35.467213311120126
small,full_transformer,70,-3.9398584365844727,945.3649466641438
small,full_transformer,71,-10.035894393920898,1159.7101324768403
small,full_transformer,72,-7.170000076293945,666.6798369833667
small,full_transformer,73,-6.955443382263184,499.76991086244993
small,full_transformer,74,-8.15999984741211,438.4925449145021
