preference,selected_repeat,solution_id,ppo_cost,ppo_risk,ppo_J,milp_J,relative_difference_percent,ppo_total_seconds,milp_seconds,milp_proven_optimal,milp_cost,milp_risk,milp_original_result_path,milp_original_result_sha256,milp_cleanup_seconds,milp_cleanup_source_sha256,milp_solver_objective_difference
"(1.0, 0.0)",0,792aca84482de390af6a2f921a95e04dc1c063b10085ae19034466feb8756934,1623.8064140000001,21.38428933104173,0.6788079578209514,0.664919407058583,2.08875701550169,4.02012080012355,113.49284760002047,True,1590.5830000001201,19.649907276364164,output/pareto-parameter-revision-v4/milp/p0.json,9bfd93ad9f0cd909db369ed09e611db5e4f7d8ac8839e8637c202da01703378a,0.015816900064237416,9edaf492a4f4e1e028583992d25c84af0ac33a55f44862f05cba3caa2bd4a21c,5.906386491005833e-14
"(0.75, 0.25)",1,1fceff950ff43312c15bb1e9f8759dc64aea872240a7eb6d42048e4d09fae4f1,1785.190477,8.54780270029564,0.6115703371613098,0.5939646468482355,2.964097342576822,4.222439300036058,206.85932079993654,True,1646.2065589999995,12.8276875142116,output/pareto-parameter-revision-v4/milp/p1.json,9ddb41d49c2853293e0aaed54265964b31cbc2ee1a74d92b4f9ce3798f2129ae,0.009551700088195503,9edaf492a4f4e1e028583992d25c84af0ac33a55f44862f05cba3caa2bd4a21c,1.1102230246251565e-16
"(0.5, 0.5)",2,dd6cc1d7f684d34471c386265d10ac6d79ceedb9957a4015513d798e821b2605,1802.091648,7.960401963045899,0.47327272385545804,0.473272723855458,1.172920991073457e-14,3.9276455000508577,309.14467419998255,True,1802.091648,7.960401963045898,output/pareto-parameter-revision-v4/milp/p2.json,df74ef674a059a1a27c7c1980a827f45d913bfbe83c7c8020d14be5f01a9ba6c,0.00913420005235821,9edaf492a4f4e1e028583992d25c84af0ac33a55f44862f05cba3caa2bd4a21c,0.0
"(0.25, 0.75)",0,8a55b5dd8e06f43db2d6bb89fbf9a4fadc7f6a210769545d08833e5804898186,2117.2810360000003,5.784017257720046,0.3265629209473403,0.32656290137123994,5.994587955232789e-06,3.9728953999001533,3600.324603499961,False,2117.2810023737557,5.784016375362677,output/pareto-parameter-revision-v4/milp/p3.json,48ea0f4127b3a791a92b557197b57cdbcac5d57ae4244ed9a2faed36f55dc7bc,0.009251500014215708,9edaf492a4f4e1e028583992d25c84af0ac33a55f44862f05cba3caa2bd4a21c,-1.3574614321498757e-08
"(0.0, 1.0)",1,1139f43ce6d27b0c8951d962ec55d294be39780577f2173434a6b687a82c44d3,2604.135036,4.455521412759979,0.10814057660089176,0.10814057660087768,1.3012762904955372e-11,3.9205641000298783,3600.204901000019,False,2604.135035999983,4.455521412759399,output/pareto-parameter-revision-v4/milp/p4.json,4d75e91f12de6b146556b0aeb22a6e66876453de76342b238a632e89940c812f,0.009469200042076409,9edaf492a4f4e1e028583992d25c84af0ac33a55f44862f05cba3caa2bd4a21c,5.925815393936773e-15
