scale,instance,preference,method,cost,risk,normalized_cost,normalized_risk,weighted_objective_raw,weighted_objective_normalized,weighted_objective,cost_ref,risk_ref,fixed_cost,distance_cost,processing_cost,transport_risk,coload_risk,producer_inventory_risk,facility_inventory_risk,feasible,violation_count,fallback_used,fallback_reason,runtime_seconds,ppo_train_time,solver_status,gap_to_milp_percent,gap_to_ppo_percent
small,0,1.00_0.00,Heuristic,1523.3888989999998,7.043549648846332,1.0,1.0,1523.3888989999998,1.0,1.0,1523.3888989999998,7.043549648846332,100.0,1211.1719999999998,212.21689899999996,2.446567637146923,0.505927011699408,4.091055000000001,0.0,True,0,False,,4.00003045797348e-06,,,20.132489468653343,15.760555511187773
small,0,1.00_0.00,GA,1523.3888989999998,7.043549648846332,1.0,1.0,1523.3888989999998,1.0,1.0,1523.3888989999998,7.043549648846332,100.0,1211.1719999999998,212.21689899999996,2.446567637146923,0.505927011699408,4.091055000000001,0.0,True,0,True,ga_infeasible_fallback_to_heuristic,2.921956800040789,,,20.132489468653343,15.760555511187773
small,0,1.00_0.00,PPO,1315.9827129999999,6.005945456190973,0.8638521088501119,0.8526873175622026,1315.9827129999999,0.8638521088501119,0.8638521088501119,1523.3888989999998,7.043549648846332,100.0,1033.0259999999998,182.95671299999998,1.9148904561909719,0.0,4.091055000000001,0.0,True,0,False,,0.3385881999274716,1.2256347000366077,,3.7767043689100444,0.0
small,0,1.00_0.00,MILP,1268.090677,5.414060541309027,0.8324142822836732,0.7686551257853063,1268.090677,0.8324142822836732,0.8324142822836732,1523.3888989999998,7.043549648846332,150.0,927.018,191.07267699999994,1.1235659426109865,0.19943959869803998,4.091055000000001,0.0,True,0,False,,14.999989499920048,,optimal,0.0,-3.639260267395318
small,0,0.75_0.25,Heuristic,1523.3888989999998,7.043549648846332,1.0,1.0,1144.3025616622115,1.0,1.0,1523.3888989999998,7.043549648846332,100.0,1211.1719999999998,212.21689899999996,2.446567637146923,0.505927011699408,4.091055000000001,0.0,True,0,False,,3.900029696524143e-06,,,22.564842733788147,17.656263874627363
small,0,0.75_0.25,GA,1523.3888989999998,7.043549648846332,1.0,1.0,1144.3025616622115,1.0,1.0,1523.3888989999998,7.043549648846332,100.0,1211.1719999999998,212.21689899999996,2.446567637146923,0.505927011699408,4.091055000000001,0.0,True,0,True,ga_infeasible_fallback_to_heuristic,2.9407358000753447,,,22.564842733788147,17.656263874627363
small,0,0.75_0.25,PPO,1331.669713,5.474848022203406,0.874149545053236,0.7772853596765852,1000.1209967555508,0.8499334987090734,0.8499334987090734,1523.3888989999998,7.043549648846332,100.0,1048.713,182.95671299999998,1.383793022203405,0.0,4.091055000000001,0.0,True,0,False,,0.3443406999576837,1.2256347000366077,,4.1719656034559165,0.0
small,0,0.75_0.25,MILP,1268.090677,5.397724048066742,0.8324142822836732,0.7663357706225353,952.4174387620166,0.8158946543683887,0.8158946543683887,1523.3888989999998,7.043549648846332,150.0,927.0179999999999,191.07267699999997,1.107229449368701,0.19943959869803998,4.091055000000001,0.0,True,0,False,,43.95092129998375,,optimal,0.0,-4.004883251734967
small,0,0.50_0.50,Heuristic,1523.3888989999998,7.043549648846332,1.0,1.0,765.216224324423,1.0,1.0,1523.3888989999998,7.043549648846332,100.0,1211.1719999999998,212.21689899999996,2.446567637146923,0.505927011699408,4.091055000000001,0.0,True,0,False,,3.700028173625469e-06,,,,21.78812000687323
small,0,0.50_0.50,GA,1523.3888989999998,7.043549648846332,1.0,1.0,765.216224324423,1.0,1.0,1523.3888989999998,7.043549648846332,100.0,1211.1719999999998,212.21689899999996,2.446567637146923,0.505927011699408,4.091055000000001,0.0,True,0,True,ga_infeasible_fallback_to_heuristic,2.9159484999254346,,,,21.78812000687323
small,0,0.50_0.50,PPO,1388.9087129999998,5.145124879056174,0.911723010395916,0.7304732891176393,697.026918939528,0.8210981497567776,0.8210981497567776,1523.3888989999998,7.043549648846332,150.0,1055.9519999999998,182.95671299999998,1.0540698790561729,0.0,4.091055000000001,0.0,True,0,False,,0.3249516999348998,1.2256347000366077,,,0.0
small,0,0.50_0.50,MILP,1707.0876769999998,2.443239904296838,1.1205856089148252,0.3468762237939244,854.7654584521483,0.7337309163543748,0.7337309163543748,1523.3888989999998,7.043549648846332,250.0,1266.0149999999999,191.07267699999997,0.947199482181498,0.15053942211534,1.345501,0.0,True,0,False,,60.03936709999107,,solver_status_1,,-10.640291106280337
small,0,0.25_0.75,Heuristic,1523.3888989999998,7.043549648846332,1.0,1.0,386.1298869866347,1.0,1.0,1523.3888989999998,7.043549648846332,100.0,1211.1719999999998,212.21689899999996,2.446567637146923,0.505927011699408,4.091055000000001,0.0,True,0,False,,5.899928510189056e-06,,,,28.901573584706746
small,0,0.25_0.75,GA,1523.3888989999998,7.043549648846332,1.0,1.0,386.1298869866347,1.0,1.0,1523.3888989999998,7.043549648846332,100.0,1211.1719999999998,212.21689899999996,2.446567637146923,0.505927011699408,4.091055000000001,0.0,True,0,True,ga_infeasible_fallback_to_heuristic,2.727252300013788,,,,28.901573584706746
small,0,0.25_0.75,PPO,1388.908713,5.145124879056174,0.9117230103959161,0.7304732891176393,351.0860219092921,0.7757857194372085,0.7757857194372085,1523.3888989999998,7.043549648846332,150.0,1055.952,182.95671299999998,1.0540698790561729,0.0,4.091055000000001,0.0,True,0,False,,0.33049020008184016,1.2256347000366077,,,0.0
small,0,0.25_0.75,MILP,2145.4496770000014,1.517930904296851,1.4083401017352442,0.2155065244049886,537.500867428223,0.5137149187375525,0.5137149187375525,1523.3888989999998,7.043549648846332,300.0,1654.377,191.07267700000125,0.9471994821815091,0.1505394221153418,0.420192,0.0,True,0,False,,60.05016460001934,,solver_status_1,,-33.78133860078973
small,0,0.00_1.00,Heuristic,1523.3888989999998,7.043549648846332,1.0,1.0,7.043549648846332,1.0,1.0,1523.3888989999998,7.043549648846332,100.0,1211.1719999999998,212.21689899999996,2.446567637146923,0.505927011699408,4.091055000000001,0.0,True,0,False,,3.8000289350748062e-06,,,,37.041118390313954
small,0,0.00_1.00,GA,1523.3888989999998,7.043549648846332,1.0,1.0,7.043549648846332,1.0,1.0,1523.3888989999998,7.043549648846332,100.0,1211.1719999999998,212.21689899999996,2.446567637146923,0.505927011699408,4.091055000000001,0.0,True,0,True,ga_infeasible_fallback_to_heuristic,2.8572712999302894,,,,37.041118390313954
small,0,0.00_1.00,PPO,1441.048713,5.139734505657806,0.9459493330599622,0.7297079969471993,5.139734505657806,0.7297079969471993,0.7297079969471993,1523.3888989999998,7.043549648846332,150.0,1108.0919999999999,182.95671299999998,1.0486795056578049,0.0,4.091055000000001,0.0,True,0,False,,0.3336972000543028,1.2256347000366077,,,0.0
small,0,0.00_1.00,MILP,2552.1356769999998,1.2686996542667455,1.6753014799276151,0.18012219939055113,1.2686996542667455,0.18012219939055113,0.18012219939055113,1523.3888989999998,7.043549648846332,300.0,2061.0629999999996,191.0726769999999,1.2063633543987053,0.06233629986804002,0.0,0.0,True,0,False,,60.03465129993856,,solver_status_1,,-75.31585234859575
large,0,1.00_0.00,Heuristic,30353.908341999995,1770.233890722467,1.0,1.0,30353.908341999995,1.0,1.0,30353.908341999995,1770.233890722467,300.0,28270.406999999996,1783.501342,1186.1206173759513,349.7020343465159,234.411239,0.0,True,0,False,,7.999944500625134e-06,,,,49.49311039121894
large,0,1.00_0.00,GA,31357.173342,1564.652733365227,1.033052251087278,0.8838677993712242,31357.173342,1.033052251087278,1.033052251087278,30353.908341999995,1770.233890722467,350.0,29223.672,1783.501342,1036.653655149157,293.58783921606994,234.411239,0.0,True,0,False,,27.49927689996548,,,,54.43419421168767
large,0,1.00_0.00,PPO,20304.553342,1175.9952152852268,0.6689271481361451,0.6643162925805698,20304.553342,0.6689271481361451,0.6689271481361451,30353.908341999995,1770.233890722467,300.0,18221.052,1783.501342,728.115564660931,213.4684116242959,234.411239,0.0,True,0,False,,2.6951222999487072,5.46243209997192,,,0.0
large,0,0.75_0.25,Heuristic,30353.908341999995,1770.233890722467,1.0,1.0,23207.989729180612,1.0,1.0,30353.908341999995,1770.233890722467,300.0,28270.406999999996,1783.501342,1186.1206173759513,349.7020343465159,234.411239,0.0,True,0,False,,3.700028173625469e-06,,,,49.161472500585994
large,0,0.75_0.25,GA,31357.173342,1564.652733365227,1.033052251087278,0.8838677993712242,23909.043189841308,0.9957561381582646,0.9957561381582646,30353.908341999995,1770.233890722467,350.0,29223.672,1783.501342,1036.653655149157,293.58783921606994,234.411239,0.0,True,0,False,,26.913747899932787,,,,48.528451819183694
large,0,0.75_0.25,PPO,21495.916341999993,986.248527045761,0.7081762288995449,0.5571289377152607,16368.499388261434,0.6704144061034738,0.6704144061034738,30353.908341999995,1770.233890722467,300.0,19412.414999999994,1783.501342,603.7414992651509,148.09578878061,234.411239,0.0,True,0,False,,2.5720477000577375,5.46243209997192,,,0.0
large,0,0.50_0.50,Heuristic,30353.908341999995,1770.233890722467,1.0,1.0,16062.07111636123,1.0,1.0,30353.908341999995,1770.233890722467,300.0,28270.406999999996,1783.501342,1186.1206173759513,349.7020343465159,234.411239,0.0,True,0,False,,3.7999125197529793e-06,,,,60.70785835657484
large,0,0.50_0.50,GA,31357.173342,1564.652733365227,1.033052251087278,0.8838677993712242,16460.913037682614,0.958460025229251,0.958460025229251,30353.908341999995,1770.233890722467,350.0,29223.672,1783.501342,1036.653655149157,293.58783921606994,234.411239,0.0,True,0,False,,26.960157399997115,,,,54.03205797498162
large,0,0.50_0.50,PPO,22388.973341999998,897.3253684478863,0.7375977119566147,0.5068965028579756,11643.149355223943,0.6222471074072952,0.6222471074072952,30353.908341999995,1770.233890722467,350.0,20255.471999999998,1783.501342,535.6101520220392,127.30397742584705,234.411239,0.0,True,0,False,,2.587677099974826,5.46243209997192,,,0.0
large,0,0.25_0.75,Heuristic,30353.908341999995,1770.233890722467,1.0,1.0,8916.152503541849,1.0,1.0,30353.908341999995,1770.233890722467,300.0,28270.406999999996,1783.501342,1186.1206173759513,349.7020343465159,234.411239,0.0,True,0,False,,3.500026650726795e-06,,,,87.0589575394112
large,0,0.25_0.75,GA,31357.173342,1564.652733365227,1.033052251087278,0.8838677993712242,9012.78288552392,0.9211639123002375,0.9211639123002375,30353.908341999995,1770.233890722467,350.0,29223.672,1783.501342,1036.653655149157,293.58783921606994,234.411239,0.0,True,0,False,,26.871109300060198,,,,72.31196115780803
large,0,0.25_0.75,PPO,25515.407342000006,765.7832054591445,0.8405971005287294,0.4325887158033187,6953.18923959436,0.5345908119846714,0.5345908119846714,30353.908341999995,1770.233890722467,400.0,23331.906000000006,1783.501342,431.64068516314967,99.73128129599485,234.411239,0.0,True,0,False,,2.0878918000962585,5.46243209997192,,,0.0
large,0,0.00_1.00,Heuristic,30353.908341999995,1770.233890722467,1.0,1.0,1770.233890722467,1.0,1.0,30353.908341999995,1770.233890722467,300.0,28270.406999999996,1783.501342,1186.1206173759513,349.7020343465159,234.411239,0.0,True,0,False,,3.100023604929447e-06,,,,118.69168664326119
large,0,0.00_1.00,GA,31357.173342,1564.652733365227,1.033052251087278,0.8838677993712242,1564.652733365227,0.8838677993712242,0.8838677993712242,30353.908341999995,1770.233890722467,350.0,29223.672,1783.501342,1036.653655149157,293.58783921606994,234.411239,0.0,True,0,False,,24.356598899932578,,,,93.29453981416063
large,0,0.00_1.00,PPO,27333.155342000005,809.4655621775622,0.9004822388614699,0.4572647526520936,809.4655621775622,0.4572647526520936,0.4572647526520936,30353.908341999995,1770.233890722467,400.0,25149.654000000006,1783.501342,462.6323741315281,112.42194904603414,234.411239,0.0,True,0,False,,2.9491739999502897,5.46243209997192,,,0.0
