archive_id,instance,model,repeat,preference_index,preference,candidate_budget,actual_candidate_attempts,unused_candidate_budget,stop_reason,batches,seconds,final_validation_evaluations,preference_initialization_evaluations
PPO-Test-2-small-r0-B252000,Test-2,small,0,5,"(0.25, 0.75)",12000,4144,7856,positive_probability_action_space_exhausted,519,11.783820299999206,1,1
PPO-Test-2-small-r0-B252000,Test-2,small,0,6,"(0.3, 0.7)",12000,3038,8962,positive_probability_action_space_exhausted,380,8.61226720000559,1,1
PPO-Test-2-small-r0-B252000,Test-2,small,0,7,"(0.35, 0.65)",12000,4879,7121,positive_probability_action_space_exhausted,610,13.438900099994498,1,1
PPO-Test-2-small-r0-B252000,Test-2,small,0,8,"(0.4, 0.6)",12000,3191,8809,positive_probability_action_space_exhausted,399,8.784394499991322,1,1
PPO-Test-2-small-r0-B252000,Test-2,small,0,9,"(0.45, 0.55)",12000,3142,8858,positive_probability_action_space_exhausted,393,8.431764299995848,1,1
PPO-Test-2-small-r0-B252000,Test-2,small,0,10,"(0.5, 0.5)",12000,2099,9901,positive_probability_action_space_exhausted,263,5.523753799992846,1,1
PPO-Test-2-small-r0-B252000,Test-2,small,0,11,"(0.55, 0.44999999999999996)",12000,3156,8844,positive_probability_action_space_exhausted,395,8.448026199999731,1,1
PPO-Test-2-small-r0-B252000,Test-2,small,0,12,"(0.6, 0.4)",12000,2520,9480,positive_probability_action_space_exhausted,316,6.603198599987081,1,1
PPO-Test-2-small-r0-B252000,Test-2,small,0,13,"(0.65, 0.35)",12000,1765,10235,positive_probability_action_space_exhausted,221,4.316946999999345,1,1
PPO-Test-2-small-r0-B252000,Test-2,small,0,14,"(0.7, 0.30000000000000004)",12000,2181,9819,positive_probability_action_space_exhausted,273,5.637773700000253,1,1
PPO-Test-2-small-r0-B252000,Test-2,small,0,15,"(0.75, 0.25)",12000,2834,9166,positive_probability_action_space_exhausted,355,7.186817800000426,1,1
PPO-Test-2-small-r0-B252000,Test-2,small,0,16,"(0.8, 0.19999999999999996)",12000,2629,9371,positive_probability_action_space_exhausted,329,6.930850799995824,1,1
PPO-Test-2-small-r0-B252000,Test-2,small,0,17,"(0.85, 0.15000000000000002)",12000,1806,10194,positive_probability_action_space_exhausted,226,4.4985783000011,1,1
PPO-Test-2-small-r0-B252000,Test-2,small,0,18,"(0.9, 0.09999999999999998)",12000,3543,8457,positive_probability_action_space_exhausted,443,9.391422100001364,1,1
PPO-Test-2-small-r0-B252000,Test-2,small,0,19,"(0.95, 0.050000000000000044)",12000,2659,9341,positive_probability_action_space_exhausted,333,6.976157600001898,1,1
PPO-Test-2-small-r0-B252000,Test-2,small,0,20,"(1.0, 0.0)",12000,1660,10340,positive_probability_action_space_exhausted,208,4.1877477999951225,1,1
PPO-Test-2-large-r0-B252000,Test-2,large,0,0,"(0.0, 1.0)",12000,3534,8466,positive_probability_action_space_exhausted,442,10.157524299997021,1,1
PPO-Test-2-large-r0-B252000,Test-2,large,0,1,"(0.05, 0.95)",12000,3740,8260,positive_probability_action_space_exhausted,468,11.070435300003737,1,1
PPO-Test-2-large-r0-B252000,Test-2,large,0,2,"(0.1, 0.9)",12000,3133,8867,positive_probability_action_space_exhausted,392,9.425628099997994,1,1
PPO-Test-2-large-r0-B252000,Test-2,large,0,3,"(0.15, 0.85)",12000,2262,9738,positive_probability_action_space_exhausted,283,6.5129815000109375,1,1
PPO-Test-2-large-r0-B252000,Test-2,large,0,4,"(0.2, 0.8)",12000,5310,6690,positive_probability_action_space_exhausted,664,15.741195599999628,1,1
PPO-Test-2-large-r0-B252000,Test-2,large,0,5,"(0.25, 0.75)",12000,2227,9773,positive_probability_action_space_exhausted,279,6.303057600001921,1,1
PPO-Test-2-large-r0-B252000,Test-2,large,0,6,"(0.3, 0.7)",12000,4738,7262,positive_probability_action_space_exhausted,593,13.936432999995304,1,1
PPO-Test-2-large-r0-B252000,Test-2,large,0,7,"(0.35, 0.65)",12000,2057,9943,positive_probability_action_space_exhausted,258,5.47584340001049,1,1
PPO-Test-2-large-r0-B252000,Test-2,large,0,8,"(0.4, 0.6)",12000,2673,9327,positive_probability_action_space_exhausted,335,7.320535899998504,1,1
PPO-Test-2-large-r0-B252000,Test-2,large,0,9,"(0.45, 0.55)",12000,2207,9793,positive_probability_action_space_exhausted,276,6.1257712000078754,1,1
PPO-Test-2-large-r0-B252000,Test-2,large,0,10,"(0.5, 0.5)",12000,2571,9429,positive_probability_action_space_exhausted,322,6.750608699992881,1,1
PPO-Test-2-large-r0-B252000,Test-2,large,0,11,"(0.55, 0.44999999999999996)",12000,2425,9575,positive_probability_action_space_exhausted,304,6.655062399993767,1,1
PPO-Test-2-large-r0-B252000,Test-2,large,0,12,"(0.6, 0.4)",12000,1810,10190,positive_probability_action_space_exhausted,227,4.520513099996606,1,1
PPO-Test-2-large-r0-B252000,Test-2,large,0,13,"(0.65, 0.35)",12000,2847,9153,positive_probability_action_space_exhausted,356,7.354039600002579,1,1
PPO-Test-2-large-r0-B252000,Test-2,large,0,14,"(0.7, 0.30000000000000004)",12000,1731,10269,positive_probability_action_space_exhausted,217,4.399968600002467,1,1
PPO-Test-2-large-r0-B252000,Test-2,large,0,15,"(0.75, 0.25)",12000,1922,10078,positive_probability_action_space_exhausted,241,4.762586600001669,1,1
PPO-Test-2-large-r0-B252000,Test-2,large,0,16,"(0.8, 0.19999999999999996)",12000,1679,10321,positive_probability_action_space_exhausted,210,4.0389836999966064,1,1
PPO-Test-2-large-r0-B252000,Test-2,large,0,17,"(0.85, 0.15000000000000002)",12000,2476,9524,positive_probability_action_space_exhausted,310,6.709757299991907,1,1
PPO-Test-2-large-r0-B252000,Test-2,large,0,18,"(0.9, 0.09999999999999998)",12000,1605,10395,positive_probability_action_space_exhausted,201,4.153584499988938,1,1
