scale,instance,preference,method,cost,risk,normalized_cost,normalized_risk,weighted_objective_raw,weighted_objective_normalized,weighted_objective,cost_ref,risk_ref,fixed_cost,distance_cost,processing_cost,transport_risk,coload_risk,producer_inventory_risk,facility_inventory_risk,feasible,violation_count,fallback_used,fallback_reason,runtime_seconds,ppo_train_time,solver_status,gap_to_milp_percent,gap_to_ppo_percent
small,0,1.00_0.00,Heuristic,1523.3888989999998,7.043549648846332,1.0,1.0,1523.3888989999998,1.0,1.0,1523.3888989999998,7.043549648846332,100.0,1211.1719999999998,212.21689899999996,2.446567637146923,0.505927011699408,4.091055000000001,0.0,True,0,False,,9.299954399466515e-06,,,20.1324895633883,15.760555511187773
small,0,1.00_0.00,GA,1523.3888989999998,7.043549648846332,1.0,1.0,1523.3888989999998,1.0,1.0,1523.3888989999998,7.043549648846332,100.0,1211.1719999999998,212.21689899999996,2.446567637146923,0.505927011699408,4.091055000000001,0.0,True,0,True,ga_infeasible_fallback_to_heuristic,4.205663300002925,,,20.1324895633883,15.760555511187773
small,0,1.00_0.00,PPO,1315.9827129999999,6.005945456190973,0.8638521088501119,0.8526873175622026,1315.9827129999999,0.8638521088501119,0.8638521088501119,1523.3888989999998,7.043549648846332,100.0,1033.0259999999998,182.95671299999998,1.9148904561909719,0.0,4.091055000000001,0.0,True,0,False,,0.7328545999480411,2.306898400071077,,3.7767044507470384,0.0
small,0,1.00_0.00,MILP,1268.0906759999998,5.414060536934657,0.8324142816272418,0.76865512516426,1268.0906759999998,0.8324142816272418,0.8324142816272418,1523.3888989999998,7.043549648846332,150.0,927.0179999999999,191.07267599999986,1.1235659382366163,0.19943959869803998,4.091055000000001,0.0,True,0,False,,21.02447189996019,,optimal,0.0,-3.6392603433841764
small,0,0.75_0.25,Heuristic,1523.3888989999998,7.043549648846332,1.0,1.0,1144.3025616622115,1.0,1.0,1523.3888989999998,7.043549648846332,100.0,1211.1719999999998,212.21689899999996,2.446567637146923,0.505927011699408,4.091055000000001,0.0,True,0,False,,5.799927748739719e-06,,,22.564842733788147,17.656263874627363
small,0,0.75_0.25,GA,1523.3888989999998,7.043549648846332,1.0,1.0,1144.3025616622115,1.0,1.0,1523.3888989999998,7.043549648846332,100.0,1211.1719999999998,212.21689899999996,2.446567637146923,0.505927011699408,4.091055000000001,0.0,True,0,True,ga_infeasible_fallback_to_heuristic,3.3846853999421,,,22.564842733788147,17.656263874627363
small,0,0.75_0.25,PPO,1331.669713,5.474848022203406,0.874149545053236,0.7772853596765852,1000.1209967555508,0.8499334987090734,0.8499334987090734,1523.3888989999998,7.043549648846332,100.0,1048.713,182.95671299999998,1.383793022203405,0.0,4.091055000000001,0.0,True,0,False,,0.5044372000265867,2.306898400071077,,4.1719656034559165,0.0
small,0,0.75_0.25,MILP,1268.090677,5.39772404806674,0.8324142822836732,0.7663357706225351,952.4174387620166,0.8158946543683887,0.8158946543683887,1523.3888989999998,7.043549648846332,150.0,927.0179999999999,191.07267699999997,1.1072294493687005,0.19943959869803995,4.091055,0.0,True,0,False,,35.40665859996807,,optimal,0.0,-4.004883251734967
small,0,0.50_0.50,Heuristic,1523.3888989999998,7.043549648846332,1.0,1.0,765.216224324423,1.0,1.0,1523.3888989999998,7.043549648846332,100.0,1211.1719999999998,212.21689899999996,2.446567637146923,0.505927011699408,4.091055000000001,0.0,True,0,False,,7.699942216277122e-06,,,25.097728463833313,21.78812000687323
small,0,0.50_0.50,GA,1523.3888989999998,7.043549648846332,1.0,1.0,765.216224324423,1.0,1.0,1523.3888989999998,7.043549648846332,100.0,1211.1719999999998,212.21689899999996,2.446567637146923,0.505927011699408,4.091055000000001,0.0,True,0,True,ga_infeasible_fallback_to_heuristic,3.44677080004476,,,25.097728463833313,21.78812000687323
small,0,0.50_0.50,PPO,1388.9087129999998,5.145124879056174,0.911723010395916,0.7304732891176393,697.026918939528,0.8210981497567776,0.8210981497567776,1523.3888989999998,7.043549648846332,150.0,1055.9519999999998,182.95671299999998,1.0540698790561729,0.0,4.091055000000001,0.0,True,0,False,,0.48132439993787557,2.306898400071077,,2.7175133804293083,0.0
small,0,0.50_0.50,MILP,1268.090677,5.397724048066741,0.8324142822836732,0.7663357706225352,636.7442005240333,0.7993750264531042,0.7993750264531042,1523.3888989999998,7.043549648846332,150.0,927.0179999999999,191.07267699999994,1.107229449368701,0.19943959869804004,4.091055,0.0,True,0,False,,33.56215609994251,,optimal,0.0,-2.645618347831884
small,0,0.25_0.75,Heuristic,1523.3888989999998,7.043549648846332,1.0,1.0,386.1298869866347,1.0,1.0,1523.3888989999998,7.043549648846332,100.0,1211.1719999999998,212.21689899999996,2.446567637146923,0.505927011699408,4.091055000000001,0.0,True,0,False,,3.7999125197529793e-06,,,27.73751089508393,28.901573584706746
small,0,0.25_0.75,GA,1523.3888989999998,7.043549648846332,1.0,1.0,386.1298869866347,1.0,1.0,1523.3888989999998,7.043549648846332,100.0,1211.1719999999998,212.21689899999996,2.446567637146923,0.505927011699408,4.091055000000001,0.0,True,0,True,ga_infeasible_fallback_to_heuristic,3.392856499995105,,,27.73751089508393,28.901573584706746
