hypothesis_id,metric_name,metric_value,metric_se,component,pct_share,source_table,source_figure,script,notes
E2,transport_risk.E2.GA.C025-R075,455.4744162,12.82303885,transport,49.37119968,appendix_risk_components.csv,,output/supplementary-experiments/scripts/build_paper_tables.py,component mean; pct_share is component mean / total-risk mean
E2,coload_risk.E2.GA.C025-R075,110.8789134,5.755029692,coload,12.01873208,appendix_risk_components.csv,,output/supplementary-experiments/scripts/build_paper_tables.py,component mean; pct_share is component mean / total-risk mean
E2,producer_inventory_risk.E2.GA.C025-R075,356.1975079,2.522333912,producer_inventory,38.61006824,appendix_risk_components.csv,,output/supplementary-experiments/scripts/build_paper_tables.py,component mean; pct_share is component mean / total-risk mean
E2,facility_inventory_risk.E2.GA.C025-R075,0,0,facility_inventory,0,appendix_risk_components.csv,,output/supplementary-experiments/scripts/build_paper_tables.py,component mean; pct_share is component mean / total-risk mean
E2,total_risk.E2.GA.C000-R100,909.8351314,14.88781224,total,,appendix_risk_components.csv,,output/supplementary-experiments/scripts/build_paper_tables.py,independent-instance unit; primary fields only
E2,transport_risk.E2.GA.C000-R100,448.6720874,12.54514484,transport,49.31355934,appendix_risk_components.csv,,output/supplementary-experiments/scripts/build_paper_tables.py,component mean; pct_share is component mean / total-risk mean
E2,coload_risk.E2.GA.C000-R100,104.9655361,5.474162589,coload,11.53676446,appendix_risk_components.csv,,output/supplementary-experiments/scripts/build_paper_tables.py,component mean; pct_share is component mean / total-risk mean
E2,producer_inventory_risk.E2.GA.C000-R100,356.1975079,2.522333912,producer_inventory,39.1496762,appendix_risk_components.csv,,output/supplementary-experiments/scripts/build_paper_tables.py,component mean; pct_share is component mean / total-risk mean
E2,facility_inventory_risk.E2.GA.C000-R100,0,0,facility_inventory,0,appendix_risk_components.csv,,output/supplementary-experiments/scripts/build_paper_tables.py,component mean; pct_share is component mean / total-risk mean
E2,total_risk.E2.Heuristic.C100-R000,1347.125494,26.85164175,total,,appendix_risk_components.csv,,output/supplementary-experiments/scripts/build_paper_tables.py,independent-instance unit; primary fields only
E2,transport_risk.E2.Heuristic.C100-R000,781.1933705,22.16264595,transport,57.98965087,appendix_risk_components.csv,,output/supplementary-experiments/scripts/build_paper_tables.py,component mean; pct_share is component mean / total-risk mean
E2,coload_risk.E2.Heuristic.C100-R000,209.7346152,10.28580316,coload,15.56904803,appendix_risk_components.csv,,output/supplementary-experiments/scripts/build_paper_tables.py,component mean; pct_share is component mean / total-risk mean
E2,producer_inventory_risk.E2.Heuristic.C100-R000,356.1975079,2.522333912,producer_inventory,26.4413011,appendix_risk_components.csv,,output/supplementary-experiments/scripts/build_paper_tables.py,component mean; pct_share is component mean / total-risk mean
E2,facility_inventory_risk.E2.Heuristic.C100-R000,0,0,facility_inventory,0,appendix_risk_components.csv,,output/supplementary-experiments/scripts/build_paper_tables.py,component mean; pct_share is component mean / total-risk mean
E2,total_risk.E2.Heuristic.C075-R025,1347.125494,26.85164175,total,,appendix_risk_components.csv,,output/supplementary-experiments/scripts/build_paper_tables.py,independent-instance unit; primary fields only
E2,transport_risk.E2.Heuristic.C075-R025,781.1933705,22.16264595,transport,57.98965087,appendix_risk_components.csv,,output/supplementary-experiments/scripts/build_paper_tables.py,component mean; pct_share is component mean / total-risk mean
E2,coload_risk.E2.Heuristic.C075-R025,209.7346152,10.28580316,coload,15.56904803,appendix_risk_components.csv,,output/supplementary-experiments/scripts/build_paper_tables.py,component mean; pct_share is component mean / total-risk mean
E2,producer_inventory_risk.E2.Heuristic.C075-R025,356.1975079,2.522333912,producer_inventory,26.4413011,appendix_risk_components.csv,,output/supplementary-experiments/scripts/build_paper_tables.py,component mean; pct_share is component mean / total-risk mean
E2,facility_inventory_risk.E2.Heuristic.C075-R025,0,0,facility_inventory,0,appendix_risk_components.csv,,output/supplementary-experiments/scripts/build_paper_tables.py,component mean; pct_share is component mean / total-risk mean
E2,total_risk.E2.Heuristic.C050-R050,1347.125494,26.85164175,total,,appendix_risk_components.csv,,output/supplementary-experiments/scripts/build_paper_tables.py,independent-instance unit; primary fields only
E2,transport_risk.E2.Heuristic.C050-R050,781.1933705,22.16264595,transport,57.98965087,appendix_risk_components.csv,,output/supplementary-experiments/scripts/build_paper_tables.py,component mean; pct_share is component mean / total-risk mean
E2,coload_risk.E2.Heuristic.C050-R050,209.7346152,10.28580316,coload,15.56904803,appendix_risk_components.csv,,output/supplementary-experiments/scripts/build_paper_tables.py,component mean; pct_share is component mean / total-risk mean
E2,producer_inventory_risk.E2.Heuristic.C050-R050,356.1975079,2.522333912,producer_inventory,26.4413011,appendix_risk_components.csv,,output/supplementary-experiments/scripts/build_paper_tables.py,component mean; pct_share is component mean / total-risk mean
E2,facility_inventory_risk.E2.Heuristic.C050-R050,0,0,facility_inventory,0,appendix_risk_components.csv,,output/supplementary-experiments/scripts/build_paper_tables.py,component mean; pct_share is component mean / total-risk mean
E2,total_risk.E2.Heuristic.C025-R075,1347.125494,26.85164175,total,,appendix_risk_components.csv,,output/supplementary-experiments/scripts/build_paper_tables.py,independent-instance unit; primary fields only
E2,transport_risk.E2.Heuristic.C025-R075,781.1933705,22.16264595,transport,57.98965087,appendix_risk_components.csv,,output/supplementary-experiments/scripts/build_paper_tables.py,component mean; pct_share is component mean / total-risk mean
E2,coload_risk.E2.Heuristic.C025-R075,209.7346152,10.28580316,coload,15.56904803,appendix_risk_components.csv,,output/supplementary-experiments/scripts/build_paper_tables.py,component mean; pct_share is component mean / total-risk mean
E2,producer_inventory_risk.E2.Heuristic.C025-R075,356.1975079,2.522333912,producer_inventory,26.4413011,appendix_risk_components.csv,,output/supplementary-experiments/scripts/build_paper_tables.py,component mean; pct_share is component mean / total-risk mean
E2,facility_inventory_risk.E2.Heuristic.C025-R075,0,0,facility_inventory,0,appendix_risk_components.csv,,output/supplementary-experiments/scripts/build_paper_tables.py,component mean; pct_share is component mean / total-risk mean
E2,total_risk.E2.Heuristic.C000-R100,1347.125494,26.85164175,total,,appendix_risk_components.csv,,output/supplementary-experiments/scripts/build_paper_tables.py,independent-instance unit; primary fields only
E2,transport_risk.E2.Heuristic.C000-R100,781.1933705,22.16264595,transport,57.98965087,appendix_risk_components.csv,,output/supplementary-experiments/scripts/build_paper_tables.py,component mean; pct_share is component mean / total-risk mean
E2,coload_risk.E2.Heuristic.C000-R100,209.7346152,10.28580316,coload,15.56904803,appendix_risk_components.csv,,output/supplementary-experiments/scripts/build_paper_tables.py,component mean; pct_share is component mean / total-risk mean
E2,producer_inventory_risk.E2.Heuristic.C000-R100,356.1975079,2.522333912,producer_inventory,26.4413011,appendix_risk_components.csv,,output/supplementary-experiments/scripts/build_paper_tables.py,component mean; pct_share is component mean / total-risk mean
E2,facility_inventory_risk.E2.Heuristic.C000-R100,0,0,facility_inventory,0,appendix_risk_components.csv,,output/supplementary-experiments/scripts/build_paper_tables.py,component mean; pct_share is component mean / total-risk mean
