preference,selected_repeat,solution_id,ppo_cost,ppo_risk,ppo_J,milp_J,relative_difference_percent,ppo_total_seconds,milp_seconds,milp_proven_optimal,milp_raw_proven_optimal,milp_report_proven_optimal,milp_source_flag_reconciled,milp_cost,milp_risk,milp_original_result_path,milp_original_result_sha256,milp_cleanup_seconds,milp_cleanup_source_sha256,milp_solver_objective_difference
"(1.0, 0.0)",1,fc99d95311ebd644f92ec6dedbd63b1e7161e2d15203e2ae0c3e2ed08e293c98,1623.8064140000001,20.66328531884407,0.6788079578209514,0.664919407058583,2.08875701550169,3.563464299979387,75.61998560000211,True,True,True,False,1590.5830000001201,19.649907276364164,output/pareto-ppo-v9/milp/p0.json,1fceabbac6dcaefe081adf000ab44d0c263327f21520c5d76e5c532a8c3d2717,0.010181899997405708,9edaf492a4f4e1e028583992d25c84af0ac33a55f44862f05cba3caa2bd4a21c,5.906386491005833e-14
"(0.75, 0.25)",0,f9c1805262be2a19d09a1f78a195897b6532aadac6c9a023dcb7cc2d25930160,1666.733414,17.978015457315667,0.6316514356387054,0.5939646468482355,6.34495487070619,3.694036299988511,141.10714069999813,True,True,True,False,1646.2065589999995,12.8276875142116,output/pareto-ppo-v9/milp/p1.json,a5720b79fa451ef4f1434d521386c3996f47bb5ad9761ed5bc1fef9b81d58246,0.009468000003835186,9edaf492a4f4e1e028583992d25c84af0ac33a55f44862f05cba3caa2bd4a21c,1.1102230246251565e-16
"(0.5, 0.5)",1,0ca8a403be3dc031a31732bc3e519030649d2387943519aa8d7856e3ffbcd573,1865.0474139999997,7.38958919992616,0.4795044437485661,0.473272723855458,1.3167291455848487,3.7180979999975534,211.97089169999526,True,True,True,False,1802.091648,7.960401963045898,output/pareto-ppo-v9/milp/p2.json,bfbc1d27d73fdc8bcc1e2b1d304d2fa6980ae7e06fb648d6919762805cd60d10,0.033150699993711896,9edaf492a4f4e1e028583992d25c84af0ac33a55f44862f05cba3caa2bd4a21c,0.0
"(0.25, 0.75)",0,8a55b5dd8e06f43db2d6bb89fbf9a4fadc7f6a210769545d08833e5804898186,2117.281036,5.784017257720046,0.32656292094734024,0.32656290137123994,5.99458793823418e-06,3.845969800007879,3258.312619000004,False,False,True,True,2117.2810023737557,5.784016375362677,output/pareto-ppo-v9/milp/p3.json,78291c0926501d63506538ae590a86c3e86133b95efbaf891b30d67c785dab85,0.009290199988754466,9edaf492a4f4e1e028583992d25c84af0ac33a55f44862f05cba3caa2bd4a21c,-1.3574614321498757e-08
"(0.0, 1.0)",0,73846611ed4622dba0c1a21a69ec6d28e3baa1989e211a10a5799fd1a69e0072,2604.135036,4.455521412759978,0.10814057660089174,0.10814056533660256,1.0416340202129805e-05,3.953510199993616,3165.3573365000047,True,True,True,False,2604.135025335422,4.4555209486577585,output/pareto-ppo-v9/milp/p4.json,c149226f57cf1e68ff17f77ddf78ab91ab4846e0c3802e2b6cccfd4801eb7ba5,0.009352299995953217,9edaf492a4f4e1e028583992d25c84af0ac33a55f44862f05cba3caa2bd4a21c,-8.042502164240517e-09
